risk_rank,occupation_code,total_asset,AGE,cycam,country,cur_type,amt,date
3,12.0,4093.0,4,150206.0,61,47,1091.0,163
3,12.0,4093.0,4,150206.0,130,47,224.0,165
3,12.0,4093.0,4,150206.0,130,47,309.0,165
3,12.0,4093.0,4,150206.0,130,47,75.0,166
3,12.0,4093.0,4,150206.0,130,47,455.0,166
3,12.0,4093.0,4,150206.0,130,47,951.0,166
3,12.0,4093.0,4,150206.0,19,7,115.0,167
3,12.0,4093.0,4,150206.0,130,47,2497.0,168
3,12.0,4093.0,4,150206.0,130,47,4767.0,168
3,12.0,4093.0,4,150206.0,130,47,638.0,169
3,12.0,4093.0,4,150206.0,130,47,187.0,174
3,12.0,4093.0,4,150206.0,130,47,10.0,174
3,12.0,4093.0,4,150206.0,130,47,85.0,174
3,12.0,4093.0,4,150206.0,61,47,250.0,175
3,12.0,4093.0,4,150206.0,130,47,625.0,176
3,12.0,4093.0,4,150206.0,130,47,55.0,176
3,12.0,4093.0,4,150206.0,130,47,179.0,176
3,12.0,4093.0,4,150206.0,130,47,179.0,176
3,12.0,4093.0,4,150206.0,130,47,2400.0,179
3,12.0,4093.0,4,150206.0,130,47,1214.0,180
3,12.0,4093.0,4,150206.0,130,47,148.0,180
3,12.0,4093.0,4,150206.0,61,47,90.0,181
3,12.0,4093.0,4,150206.0,19,7,889.0,181
3,12.0,81328.0,4,150206.0,130,47,989.0,182
3,12.0,81328.0,4,150206.0,130,47,215.0,182
3,12.0,81328.0,4,150206.0,130,47,118.0,182
3,12.0,81328.0,4,150206.0,130,47,1387.0,189
3,12.0,2833.0,4,150206.0,130,47,7060.0,216
3,12.0,2833.0,4,150206.0,130,47,99.0,216
3,12.0,2833.0,4,150206.0,130,47,265.0,218
3,12.0,2833.0,4,150206.0,130,47,971.0,229
3,12.0,2833.0,4,150206.0,130,47,75.0,229
3,12.0,2833.0,4,150206.0,130,47,661.0,229
3,12.0,2833.0,4,150206.0,130,47,401.0,229
3,12.0,2833.0,4,150206.0,130,47,1972.0,229
3,12.0,2833.0,4,150206.0,130,47,2023.0,230
3,12.0,2833.0,4,150206.0,130,47,400.0,230
3,12.0,2833.0,4,150206.0,61,47,180.0,231
3,12.0,2833.0,4,150206.0,130,47,873.0,232
3,12.0,2833.0,4,150206.0,130,47,159.0,232
3,12.0,2833.0,4,150206.0,130,47,718.0,232
3,12.0,2833.0,4,150206.0,130,47,4686.0,235
3,12.0,2833.0,4,150206.0,130,47,3855.0,235
3,12.0,2833.0,4,150206.0,130,47,156.0,235
3,12.0,2833.0,4,150206.0,130,47,784.0,235
3,12.0,2833.0,4,150206.0,130,47,189.0,236
3,12.0,2833.0,4,150206.0,61,47,601.0,237
3,12.0,2833.0,4,150206.0,130,47,791.0,237
3,12.0,2833.0,4,150206.0,130,47,682.0,239
3,12.0,2833.0,4,150206.0,61,47,921.0,239
3,12.0,2833.0,4,150206.0,130,47,200.0,239
3,12.0,2833.0,4,150206.0,130,47,302.0,242
3,12.0,2833.0,4,150206.0,130,47,1611.0,242
3,12.0,2833.0,4,150206.0,130,47,8969.0,242
3,12.0,125164.0,4,150206.0,130,47,501.0,245
3,12.0,125164.0,4,150206.0,130,47,891.0,245
3,12.0,125164.0,4,150206.0,130,47,199.0,245
3,12.0,125164.0,4,150206.0,130,47,165.0,245
3,12.0,125164.0,4,150206.0,130,47,80.0,245
3,12.0,125164.0,4,150206.0,130,47,148.0,246
3,12.0,125164.0,4,150206.0,130,47,1078.0,246
3,12.0,125164.0,4,150206.0,130,47,99.0,246
3,12.0,125164.0,4,150206.0,130,47,1663.0,250
3,12.0,125164.0,4,150206.0,130,47,237.0,251
3,12.0,125164.0,4,150206.0,130,47,47.0,252
3,12.0,125164.0,4,150206.0,130,47,19.0,252
3,12.0,125164.0,4,150206.0,130,47,5157.0,253
3,12.0,125164.0,4,150206.0,130,47,867.0,257
3,12.0,125164.0,4,150206.0,130,47,72.0,257
3,12.0,125164.0,4,150206.0,130,47,119.0,257
3,12.0,125164.0,4,150206.0,130,47,144.0,258
3,12.0,125164.0,4,150206.0,130,47,179.0,258
3,12.0,125164.0,4,150206.0,130,47,150.0,259
3,12.0,125164.0,4,150206.0,130,47,108.0,259
3,12.0,125164.0,4,150206.0,130,47,129.0,260
3,12.0,125164.0,4,150206.0,61,47,180.0,260
3,12.0,125164.0,4,150206.0,44,47,537.0,260
3,12.0,125164.0,4,150206.0,130,47,204.0,263
3,12.0,125164.0,4,150206.0,130,47,1347.0,266
3,12.0,125164.0,4,150206.0,130,47,441.0,266
3,12.0,125164.0,4,150206.0,130,47,805.0,271
3,12.0,125164.0,4,150206.0,130,47,129.0,271
3,12.0,125164.0,4,150206.0,61,47,90.0,271
3,12.0,124756.0,4,150206.0,130,47,49.0,277
3,12.0,124756.0,4,150206.0,130,47,60.0,277
3,12.0,124756.0,4,150206.0,130,47,1084.0,279
3,12.0,124756.0,4,150206.0,130,47,133.0,279
3,12.0,124756.0,4,150206.0,61,47,70.0,272
3,12.0,124756.0,4,150206.0,61,47,330.0,272
3,12.0,124756.0,4,150206.0,130,47,1401.0,272
3,12.0,124756.0,4,150206.0,130,47,40.0,284
3,12.0,124756.0,4,150206.0,130,47,178.0,285
3,12.0,124756.0,4,150206.0,61,47,320.0,285
3,12.0,124756.0,4,150206.0,130,47,99.0,286
3,12.0,124756.0,4,150206.0,130,47,400.0,287
3,12.0,124756.0,4,150206.0,130,47,601.0,278
3,12.0,124756.0,4,150206.0,130,47,220.0,278
3,12.0,124756.0,4,150206.0,130,47,105.0,278
3,12.0,124756.0,4,150206.0,130,47,1014.0,288
3,12.0,124756.0,4,150206.0,130,47,85.0,288
3,12.0,124756.0,4,150206.0,130,47,109.0,273
3,12.0,124756.0,4,150206.0,130,47,289.0,273
3,12.0,124756.0,4,150206.0,130,47,989.0,273
3,12.0,124756.0,4,150206.0,130,47,819.0,291
3,12.0,124756.0,4,150206.0,130,47,130.0,291
3,12.0,124756.0,4,150206.0,130,47,6321.0,291
3,12.0,124756.0,4,150206.0,130,47,114.0,293
3,12.0,124756.0,4,150206.0,130,47,133.0,293
3,12.0,124756.0,4,150206.0,130,47,147.0,293
3,12.0,124756.0,4,150206.0,130,47,157.0,294
3,12.0,124756.0,4,150206.0,61,47,601.0,295
3,12.0,124756.0,4,150206.0,61,47,180.0,295
3,12.0,124756.0,4,150206.0,61,47,260.0,295
3,12.0,124756.0,4,150206.0,130,47,1792.0,295
3,12.0,124756.0,4,150206.0,130,47,137.0,295
3,12.0,124756.0,4,150206.0,130,47,1129.0,298
3,12.0,124756.0,4,150206.0,130,47,1200.0,299
3,12.0,124756.0,4,150206.0,130,47,538.0,299
3,12.0,124756.0,4,150206.0,44,47,1211.0,299
3,12.0,124756.0,4,150206.0,130,47,778.0,300
3,12.0,124756.0,4,150206.0,130,47,701.0,300
3,12.0,124756.0,4,150206.0,44,47,1884.0,300
3,12.0,124756.0,4,150206.0,130,47,409.0,301
3,12.0,124756.0,4,150206.0,130,47,200.0,301
3,12.0,124756.0,4,150206.0,130,47,243.0,301
3,12.0,124756.0,4,150206.0,130,47,190.0,301
3,12.0,124756.0,4,150206.0,130,47,2383.0,301
3,12.0,124756.0,4,150206.0,61,47,90.0,302
3,12.0,124756.0,4,150206.0,130,47,396.0,302
3,12.0,124756.0,4,150206.0,130,47,989.0,302
3,12.0,33669.0,4,150206.0,130,47,1792.0,313
3,12.0,33669.0,4,150206.0,130,47,232.0,313
3,12.0,33669.0,4,150206.0,130,47,62.0,316
3,12.0,33669.0,4,150206.0,130,47,189.0,316
3,12.0,33669.0,4,150206.0,61,47,150.0,319
3,12.0,33669.0,4,150206.0,130,47,703.0,320
3,12.0,33669.0,4,150206.0,130,47,501.0,320
3,12.0,33669.0,4,150206.0,130,47,1930.0,320
3,12.0,33669.0,4,150206.0,130,47,2884.0,322
3,12.0,33669.0,4,150206.0,130,47,210.0,323
3,12.0,33669.0,4,150206.0,130,47,961.0,327
3,12.0,33669.0,4,150206.0,44,47,1043.0,329
3,12.0,33669.0,4,150206.0,130,47,3154.0,329
3,12.0,33669.0,4,150206.0,130,47,400.0,329
3,12.0,33669.0,4,150206.0,130,47,4206.0,329
3,12.0,33669.0,4,150206.0,130,47,121.0,312
3,12.0,33669.0,4,150206.0,44,47,3685.0,330
3,12.0,1047.0,4,150206.0,61,47,90.0,335
3,12.0,1047.0,4,150206.0,44,47,50.0,335
3,12.0,1047.0,4,150206.0,44,47,3025.0,335
3,12.0,1047.0,4,150206.0,44,47,1043.0,336
3,12.0,1047.0,4,150206.0,130,47,153.0,336
3,12.0,1047.0,4,150206.0,130,47,119.0,336
3,12.0,1047.0,4,150206.0,44,47,337.0,336
3,12.0,1047.0,4,150206.0,130,47,99.0,337
3,12.0,1047.0,4,150206.0,130,47,249.0,337
3,12.0,1047.0,4,150206.0,130,47,75.0,343
3,12.0,1047.0,4,150206.0,130,47,177.0,340
3,12.0,1047.0,4,150206.0,130,47,155.0,344
3,12.0,1047.0,4,150206.0,61,47,624.0,344
3,12.0,1047.0,4,150206.0,130,47,440.0,347
3,12.0,1047.0,4,150206.0,130,47,501.0,348
3,12.0,1047.0,4,150206.0,130,47,202.0,348
3,12.0,1047.0,4,150206.0,130,47,190.0,349
3,12.0,1047.0,4,150206.0,61,47,3283.0,334
3,12.0,1047.0,4,150206.0,130,47,210.0,334
3,12.0,1047.0,4,150206.0,44,47,607.0,334
3,12.0,1047.0,4,150206.0,130,47,200.0,351
3,12.0,1047.0,4,150206.0,61,47,260.0,354
3,12.0,1047.0,4,150206.0,61,47,330.0,354
3,12.0,1047.0,4,150206.0,130,47,174.0,354
3,12.0,1047.0,4,150206.0,130,47,180.0,356
3,12.0,1047.0,4,150206.0,130,47,124.0,356
3,12.0,1047.0,4,150206.0,130,47,213.0,358
3,12.0,1047.0,4,150206.0,130,47,989.0,363
3,12.0,1047.0,4,150206.0,130,47,68.0,363
3,12.0,1047.0,4,150206.0,130,47,223.0,363
3,12.0,2422.0,4,150206.0,130,47,371.0,364
3,12.0,2422.0,4,150206.0,130,47,138.0,364
3,12.0,2422.0,4,150206.0,61,47,1802.0,364
1,12.0,710582.0,3,93609.0,130,47,1030.0,194
1,12.0,69347.0,3,41435.0,130,47,1222.0,319
1,12.0,69347.0,3,41435.0,130,47,35639.0,319
1,12.0,69347.0,3,41435.0,130,47,23034.0,319
1,12.0,69347.0,3,41435.0,130,47,18174.0,319
1,12.0,69347.0,3,41435.0,130,47,42426.0,319
1,12.0,69347.0,3,41435.0,130,47,55540.0,319
1,12.0,69347.0,3,41435.0,130,47,55262.0,319
1,12.0,69347.0,3,41435.0,130,47,35976.0,319
1,12.0,69347.0,3,41435.0,130,47,27277.0,319
1,12.0,69347.0,3,41435.0,130,47,41682.0,319
1,12.0,69347.0,3,41435.0,130,47,21667.0,319
1,12.0,69347.0,3,41435.0,130,47,461.0,320
1,12.0,69347.0,3,41435.0,130,47,943.0,320
1,12.0,69347.0,3,41435.0,130,47,49028.0,320
1,12.0,69347.0,3,41435.0,130,47,16471.0,320
1,12.0,69347.0,3,41435.0,130,47,1164.0,327
1,12.0,69347.0,3,41435.0,130,47,249.0,327
1,12.0,69347.0,3,41435.0,130,47,663.0,327
1,12.0,69347.0,3,41435.0,130,47,21546.0,327
1,12.0,69347.0,3,41435.0,130,47,3055.0,328
1,12.0,69347.0,3,41435.0,130,47,4040.0,330
1,12.0,69347.0,3,41435.0,130,47,449.0,330
1,12.0,69347.0,3,41435.0,130,47,198.0,330
1,12.0,69347.0,3,41435.0,130,47,6144.0,330
1,12.0,69347.0,3,41435.0,130,47,940.0,330
1,12.0,69347.0,3,41435.0,130,47,8183.0,330
1,12.0,212154.0,3,41435.0,130,47,321.0,335
1,12.0,212154.0,3,41435.0,130,47,186.0,335
1,12.0,212154.0,3,41435.0,130,47,25718.0,341
1,12.0,212154.0,3,41435.0,130,47,13031.0,342
1,12.0,212154.0,3,41435.0,130,47,4641.0,342
1,12.0,212154.0,3,41435.0,130,47,517.0,343
1,12.0,212154.0,3,41435.0,130,47,414.0,343
1,12.0,212154.0,3,41435.0,130,47,84446.0,343
1,12.0,212154.0,3,41435.0,130,47,406.0,343
1,12.0,212154.0,3,41435.0,130,47,26137.0,340
1,12.0,212154.0,3,41435.0,130,47,18042.0,344
1,12.0,212154.0,3,41435.0,130,47,28508.0,344
1,12.0,212154.0,3,41435.0,130,47,22038.0,344
1,12.0,212154.0,3,41435.0,130,47,1391.0,344
1,12.0,212154.0,3,41435.0,130,47,13031.0,344
1,12.0,212154.0,3,41435.0,130,47,858.0,344
1,12.0,212154.0,3,41435.0,130,47,2860.0,344
1,12.0,212154.0,3,41435.0,130,47,1083.0,344
1,12.0,212154.0,3,41435.0,130,47,271.0,347
1,12.0,212154.0,3,41435.0,130,47,21353.0,334
1,12.0,212154.0,3,41435.0,130,47,275.0,354
1,12.0,212154.0,3,41435.0,130,47,314.0,354
1,12.0,212154.0,3,41435.0,130,47,106696.0,354
1,12.0,212154.0,3,41435.0,130,47,181.0,354
1,12.0,212154.0,3,41435.0,130,47,539.0,355
1,12.0,212154.0,3,41435.0,130,47,10359.0,355
1,12.0,212154.0,3,41435.0,130,47,86289.0,357
1,12.0,212154.0,3,41435.0,130,47,6578.0,357
1,12.0,212154.0,3,41435.0,130,47,741.0,357
1,12.0,212154.0,3,41435.0,130,47,13156.0,357
1,12.0,212154.0,3,41435.0,130,47,684.0,358
1,12.0,212154.0,3,41435.0,130,47,14140.0,361
1,12.0,212154.0,3,41435.0,130,47,21339.0,361
1,12.0,212154.0,3,41435.0,130,47,1647.0,362
1,12.0,212154.0,3,41435.0,130,47,3108.0,362
1,12.0,212154.0,3,41435.0,130,47,31444.0,362
1,12.0,212154.0,3,41435.0,130,47,33820.0,362
1,12.0,212154.0,3,41435.0,130,47,44511.0,362
2,17.0,61722.0,3,207836.0,130,47,216.0,253
2,17.0,61722.0,3,207836.0,130,47,21.0,253
2,17.0,61722.0,3,207836.0,119,47,405.0,267
2,17.0,56241.0,3,207836.0,130,47,10.0,314
2,17.0,56241.0,3,207836.0,135,47,280.0,327
2,17.0,56241.0,3,207836.0,130,47,338.0,328
2,17.0,56241.0,3,207836.0,130,47,416.0,328
2,17.0,56241.0,3,207836.0,119,47,405.0,329
2,17.0,82960.0,3,207836.0,130,47,1847.0,343
2,17.0,82960.0,3,207836.0,130,47,1869.0,340
2,17.0,82960.0,3,207836.0,130,47,47.0,351
2,17.0,82960.0,3,207836.0,130,47,416.0,355
2,17.0,82960.0,3,207836.0,135,47,280.0,355
2,17.0,82960.0,3,207836.0,119,47,405.0,357
2,17.0,82960.0,3,207836.0,130,47,468.0,361
1,17.0,363020.0,3,81648.0,130,47,1432.0,288
1,17.0,363020.0,3,81648.0,130,47,51.0,294
1,17.0,363020.0,3,81648.0,130,47,249.0,295
1,17.0,363020.0,3,81648.0,130,47,71.0,299
1,17.0,363020.0,3,81648.0,130,47,1018.0,299
1,17.0,363020.0,3,81648.0,130,47,98.0,300
1,17.0,363020.0,3,81648.0,130,47,1457.0,301
1,17.0,363020.0,3,81648.0,130,47,370.0,301
1,17.0,363020.0,3,81648.0,130,47,63.0,301
1,17.0,363020.0,3,81648.0,130,47,183.0,301
1,17.0,363020.0,3,81648.0,130,47,353.0,301
1,17.0,363020.0,3,81648.0,130,47,980.0,301
1,17.0,363020.0,3,81648.0,130,47,198.0,302
1,17.0,363020.0,3,81648.0,130,47,46.0,302
1,17.0,363020.0,3,81648.0,130,47,1354.0,302
1,17.0,363020.0,3,81648.0,130,47,158.0,302
1,17.0,437306.0,3,81648.0,130,47,986.0,313
1,17.0,437306.0,3,81648.0,130,47,183.0,314
1,17.0,437306.0,3,81648.0,130,47,837.0,314
1,17.0,437306.0,3,81648.0,130,47,220.0,316
1,17.0,437306.0,3,81648.0,130,47,245.0,319
1,17.0,437306.0,3,81648.0,130,47,438.0,320
1,17.0,437306.0,3,81648.0,130,47,188.0,321
1,17.0,437306.0,3,81648.0,130,47,721.0,321
1,17.0,437306.0,3,81648.0,130,47,166.0,323
1,17.0,437306.0,3,81648.0,130,47,193.0,323
1,17.0,437306.0,3,81648.0,130,47,66.0,327
1,17.0,437306.0,3,81648.0,130,47,46.0,327
1,17.0,437306.0,3,81648.0,130,47,180.0,328
1,17.0,437306.0,3,81648.0,130,47,165.0,329
1,17.0,437306.0,3,81648.0,130,47,189.0,329
1,17.0,437306.0,3,81648.0,130,47,135.0,329
1,17.0,437306.0,3,81648.0,130,47,133.0,312
1,17.0,437306.0,3,81648.0,130,47,109.0,312
1,17.0,437306.0,3,81648.0,130,47,250.0,312
1,17.0,437306.0,3,81648.0,130,47,222.0,330
1,17.0,938482.0,3,81648.0,130,47,1476.0,336
1,17.0,938482.0,3,81648.0,130,47,98.0,336
1,17.0,938482.0,3,81648.0,130,47,83.0,336
1,17.0,938482.0,3,81648.0,130,47,166.0,336
1,17.0,938482.0,3,81648.0,130,47,199.0,337
1,18.0,52869.0,3,104538.0,130,47,84.0,13
1,18.0,52869.0,3,104538.0,130,47,5265.0,21
1,18.0,52869.0,3,104538.0,130,47,110.0,22
1,18.0,52869.0,3,104538.0,130,47,99.0,25
1,18.0,52272.0,3,104538.0,130,47,77.0,34
1,18.0,52272.0,3,104538.0,130,47,61.0,36
1,18.0,52272.0,3,104538.0,130,47,11.0,46
1,18.0,52272.0,3,104538.0,130,47,1666.0,47
1,18.0,52272.0,3,104538.0,130,47,5839.0,53
1,18.0,102795.0,3,104538.0,130,47,5075.0,113
1,12.0,104538.0,3,104538.0,130,47,30.0,295
1,12.0,104538.0,3,104538.0,130,47,28.0,302
1,12.0,188542.0,3,104538.0,130,47,30.0,316
1,12.0,188542.0,3,104538.0,130,47,30.0,323
1,12.0,188542.0,3,104538.0,130,47,5446.0,327
1,12.0,160565.0,3,104538.0,130,47,28.0,344
3,15.0,101105.0,4,104768.0,130,47,524.0,155
3,15.0,101105.0,4,104768.0,130,47,13493.0,180
3,15.0,101105.0,4,104768.0,130,47,962.0,181
3,15.0,101105.0,4,104768.0,130,47,721.0,181
3,15.0,101105.0,4,104768.0,130,47,524.0,181
3,15.0,101105.0,4,104768.0,130,47,524.0,181
3,15.0,52207.0,4,104768.0,130,47,1400.0,250
3,15.0,52207.0,4,104768.0,130,47,1202.0,250
3,15.0,52207.0,4,104768.0,130,47,977.0,259
3,15.0,52207.0,4,104768.0,130,47,721.0,259
3,15.0,174713.0,4,104768.0,130,47,524.0,298
3,15.0,134766.0,5,104768.0,130,47,2756.0,319
3,15.0,134766.0,5,104768.0,130,47,2756.0,312
3,15.0,54513.0,5,104768.0,130,47,1060.0,340
1,17.0,18791.0,3,31279.0,61,47,779.0,186
1,17.0,18791.0,3,31279.0,61,47,4.0,186
1,17.0,18791.0,3,31279.0,61,47,643.0,187
1,17.0,18791.0,3,31279.0,61,47,665.0,188
1,17.0,18791.0,3,31279.0,61,47,593.0,190
1,18.0,23644.0,3,31279.0,130,47,3325.0,239
1,18.0,20782.0,3,31279.0,119,47,2048.0,299
1,18.0,20782.0,3,31279.0,119,47,2048.0,300
3,1.0,301213.0,2,203252.0,130,47,722.0,235
3,1.0,301213.0,2,203252.0,130,47,9939.0,239
3,1.0,429605.0,2,203252.0,130,47,955.0,285
3,1.0,429605.0,2,203252.0,130,47,427.0,292
3,1.0,429605.0,2,203252.0,130,47,549.0,292
3,1.0,429605.0,2,203252.0,130,47,27337.0,292
3,1.0,429605.0,2,203252.0,130,47,130.0,292
3,1.0,429605.0,2,203252.0,130,47,1606.0,292
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,1000.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4561.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4561.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,1191.0,25
1,17.0,76784.0,3,120136.0,130,47,900.0,25
1,17.0,76784.0,3,120136.0,130,47,5501.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,5501.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,5501.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,5501.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,5501.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,5400.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,5501.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,5501.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,5501.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,900.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
1,17.0,76784.0,3,120136.0,130,47,4562.0,25
