alert_key,risk_rank,occupation_code,total_asset,AGE,country,cur_type,amt,cycam,date,sar_flag
249446,3,12.0,4093.0,4,130,47,187.0,150206.0,174,0
249446,3,12.0,4093.0,4,130,47,10.0,150206.0,174,0
249446,3,12.0,4093.0,4,130,47,85.0,150206.0,174,0
249643,3,12.0,4093.0,4,61,47,250.0,150206.0,175,0
250678,3,12.0,4093.0,4,130,47,625.0,150206.0,176,0
250678,3,12.0,4093.0,4,130,47,55.0,150206.0,176,0
250678,3,12.0,4093.0,4,130,47,179.0,150206.0,176,0
250678,3,12.0,4093.0,4,130,47,179.0,150206.0,176,0
251437,3,12.0,4093.0,4,130,47,2400.0,150206.0,179,0
252130,3,12.0,4093.0,4,130,47,1214.0,150206.0,180,0
252130,3,12.0,4093.0,4,130,47,148.0,150206.0,180,0
252855,3,12.0,4093.0,4,61,47,90.0,150206.0,181,0
252855,3,12.0,4093.0,4,19,7,889.0,150206.0,181,0
253486,3,12.0,81328.0,4,130,47,989.0,150206.0,182,0
253486,3,12.0,81328.0,4,130,47,215.0,150206.0,182,0
253486,3,12.0,81328.0,4,130,47,118.0,150206.0,182,0
257136,3,12.0,81328.0,4,130,47,1387.0,150206.0,189,0
268414,3,12.0,2833.0,4,130,47,7060.0,150206.0,216,0
268414,3,12.0,2833.0,4,130,47,99.0,150206.0,216,0
271166,3,12.0,2833.0,4,130,47,265.0,150206.0,218,0
275778,3,12.0,2833.0,4,130,47,971.0,150206.0,229,0
275778,3,12.0,2833.0,4,130,47,75.0,150206.0,229,0
275778,3,12.0,2833.0,4,130,47,661.0,150206.0,229,0
275778,3,12.0,2833.0,4,130,47,401.0,150206.0,229,0
275778,3,12.0,2833.0,4,130,47,1972.0,150206.0,229,0
276539,3,12.0,2833.0,4,130,47,2023.0,150206.0,230,0
276539,3,12.0,2833.0,4,130,47,400.0,150206.0,230,0
277203,3,12.0,2833.0,4,61,47,180.0,150206.0,231,0
278039,3,12.0,2833.0,4,130,47,873.0,150206.0,232,0
278039,3,12.0,2833.0,4,130,47,159.0,150206.0,232,0
278039,3,12.0,2833.0,4,130,47,718.0,150206.0,232,0
278581,3,12.0,2833.0,4,130,47,4686.0,150206.0,235,0
278581,3,12.0,2833.0,4,130,47,3855.0,150206.0,235,0
278581,3,12.0,2833.0,4,130,47,156.0,150206.0,235,0
278581,3,12.0,2833.0,4,130,47,784.0,150206.0,235,0
279662,3,12.0,2833.0,4,130,47,189.0,150206.0,236,0
280018,3,12.0,2833.0,4,61,47,601.0,150206.0,237,0
280018,3,12.0,2833.0,4,130,47,791.0,150206.0,237,0
281794,3,12.0,2833.0,4,130,47,682.0,150206.0,239,0
281794,3,12.0,2833.0,4,61,47,921.0,150206.0,239,0
281794,3,12.0,2833.0,4,130,47,200.0,150206.0,239,0
282688,3,12.0,2833.0,4,130,47,302.0,150206.0,242,0
282688,3,12.0,2833.0,4,130,47,1611.0,150206.0,242,0
282688,3,12.0,2833.0,4,130,47,8969.0,150206.0,242,0
284065,3,12.0,125164.0,4,130,47,501.0,150206.0,245,0
284065,3,12.0,125164.0,4,130,47,891.0,150206.0,245,0
284065,3,12.0,125164.0,4,130,47,199.0,150206.0,245,0
284065,3,12.0,125164.0,4,130,47,165.0,150206.0,245,0
284065,3,12.0,125164.0,4,130,47,80.0,150206.0,245,0
285398,3,12.0,125164.0,4,130,47,148.0,150206.0,246,0
285398,3,12.0,125164.0,4,130,47,1078.0,150206.0,246,0
285398,3,12.0,125164.0,4,130,47,99.0,150206.0,246,0
287445,3,12.0,125164.0,4,130,47,1663.0,150206.0,250,0
287767,3,12.0,125164.0,4,130,47,237.0,150206.0,251,0
288583,3,12.0,125164.0,4,130,47,47.0,150206.0,252,0
288583,3,12.0,125164.0,4,130,47,19.0,150206.0,252,0
290015,3,12.0,125164.0,4,130,47,5157.0,150206.0,253,0
291401,3,12.0,125164.0,4,130,47,867.0,150206.0,257,0
291401,3,12.0,125164.0,4,130,47,72.0,150206.0,257,0
291401,3,12.0,125164.0,4,130,47,119.0,150206.0,257,0
292822,3,12.0,125164.0,4,130,47,144.0,150206.0,258,0
292822,3,12.0,125164.0,4,130,47,179.0,150206.0,258,0
293440,3,12.0,125164.0,4,130,47,150.0,150206.0,259,0
293440,3,12.0,125164.0,4,130,47,108.0,150206.0,259,0
294435,3,12.0,125164.0,4,130,47,129.0,150206.0,260,0
294435,3,12.0,125164.0,4,61,47,180.0,150206.0,260,0
294435,3,12.0,125164.0,4,44,47,537.0,150206.0,260,0
295005,3,12.0,125164.0,4,130,47,204.0,150206.0,263,0
296249,3,12.0,125164.0,4,130,47,1347.0,150206.0,266,0
296249,3,12.0,125164.0,4,130,47,441.0,150206.0,266,0
299890,3,12.0,125164.0,4,130,47,805.0,150206.0,271,0
299890,3,12.0,125164.0,4,130,47,129.0,150206.0,271,0
299890,3,12.0,125164.0,4,61,47,90.0,150206.0,271,0
302843,3,12.0,124756.0,4,130,47,49.0,150206.0,277,0
302843,3,12.0,124756.0,4,130,47,60.0,150206.0,277,0
303510,3,12.0,124756.0,4,130,47,1084.0,150206.0,279,0
303510,3,12.0,124756.0,4,130,47,133.0,150206.0,279,0
305279,3,12.0,124756.0,4,61,47,70.0,150206.0,272,0
305279,3,12.0,124756.0,4,61,47,330.0,150206.0,272,0
305279,3,12.0,124756.0,4,130,47,1401.0,150206.0,272,0
306668,3,12.0,124756.0,4,130,47,40.0,150206.0,284,0
307349,3,12.0,124756.0,4,130,47,178.0,150206.0,285,0
307349,3,12.0,124756.0,4,61,47,320.0,150206.0,285,0
308162,3,12.0,124756.0,4,130,47,99.0,150206.0,286,0
308923,3,12.0,124756.0,4,130,47,400.0,150206.0,287,0
310151,3,12.0,124756.0,4,130,47,601.0,150206.0,278,0
310151,3,12.0,124756.0,4,130,47,220.0,150206.0,278,0
310151,3,12.0,124756.0,4,130,47,105.0,150206.0,278,0
311861,3,12.0,124756.0,4,130,47,1014.0,150206.0,288,0
311861,3,12.0,124756.0,4,130,47,85.0,150206.0,288,0
312276,3,12.0,124756.0,4,130,47,109.0,150206.0,273,0
312276,3,12.0,124756.0,4,130,47,289.0,150206.0,273,0
312276,3,12.0,124756.0,4,130,47,989.0,150206.0,273,0
313307,3,12.0,124756.0,4,130,47,819.0,150206.0,291,0
313307,3,12.0,124756.0,4,130,47,130.0,150206.0,291,0
313307,3,12.0,124756.0,4,130,47,6321.0,150206.0,291,0
313919,3,12.0,124756.0,4,130,47,114.0,150206.0,293,0
313919,3,12.0,124756.0,4,130,47,133.0,150206.0,293,0
313919,3,12.0,124756.0,4,130,47,147.0,150206.0,293,0
314630,3,12.0,124756.0,4,130,47,157.0,150206.0,294,0
315389,3,12.0,124756.0,4,61,47,601.0,150206.0,295,0
315389,3,12.0,124756.0,4,61,47,180.0,150206.0,295,0
315389,3,12.0,124756.0,4,61,47,260.0,150206.0,295,0
315389,3,12.0,124756.0,4,130,47,1792.0,150206.0,295,0
315389,3,12.0,124756.0,4,130,47,137.0,150206.0,295,0
317010,3,12.0,124756.0,4,130,47,1129.0,150206.0,298,0
318178,3,12.0,124756.0,4,130,47,1200.0,150206.0,299,0
318178,3,12.0,124756.0,4,130,47,538.0,150206.0,299,0
318178,3,12.0,124756.0,4,44,47,1211.0,150206.0,299,0
318814,3,12.0,124756.0,4,130,47,778.0,150206.0,300,0
318814,3,12.0,124756.0,4,130,47,701.0,150206.0,300,0
318814,3,12.0,124756.0,4,44,47,1884.0,150206.0,300,0
319530,3,12.0,124756.0,4,130,47,409.0,150206.0,301,0
319530,3,12.0,124756.0,4,130,47,200.0,150206.0,301,0
319530,3,12.0,124756.0,4,130,47,243.0,150206.0,301,0
319530,3,12.0,124756.0,4,130,47,190.0,150206.0,301,0
319530,3,12.0,124756.0,4,130,47,2383.0,150206.0,301,0
321446,3,12.0,124756.0,4,61,47,90.0,150206.0,302,0
321446,3,12.0,124756.0,4,130,47,396.0,150206.0,302,0
321446,3,12.0,124756.0,4,130,47,989.0,150206.0,302,0
322256,3,12.0,33669.0,4,130,47,1792.0,150206.0,313,0
322256,3,12.0,33669.0,4,130,47,232.0,150206.0,313,0
324377,3,12.0,33669.0,4,130,47,62.0,150206.0,316,0
324377,3,12.0,33669.0,4,130,47,189.0,150206.0,316,0
325393,3,12.0,33669.0,4,61,47,150.0,150206.0,319,0
325908,3,12.0,33669.0,4,130,47,703.0,150206.0,320,0
325908,3,12.0,33669.0,4,130,47,501.0,150206.0,320,0
325908,3,12.0,33669.0,4,130,47,1930.0,150206.0,320,0
327452,3,12.0,33669.0,4,130,47,2884.0,150206.0,322,0
328381,3,12.0,33669.0,4,130,47,210.0,150206.0,323,0
328930,3,12.0,33669.0,4,130,47,961.0,150206.0,327,0
330558,3,12.0,33669.0,4,44,47,1043.0,150206.0,329,0
330558,3,12.0,33669.0,4,130,47,3154.0,150206.0,329,0
330558,3,12.0,33669.0,4,130,47,400.0,150206.0,329,0
330558,3,12.0,33669.0,4,130,47,4206.0,150206.0,329,0
332966,3,12.0,33669.0,4,130,47,121.0,150206.0,312,0
333722,3,12.0,33669.0,4,44,47,3685.0,150206.0,330,0
334890,3,12.0,1047.0,4,61,47,90.0,150206.0,335,0
334890,3,12.0,1047.0,4,44,47,50.0,150206.0,335,0
334890,3,12.0,1047.0,4,44,47,3025.0,150206.0,335,0
335533,3,12.0,1047.0,4,44,47,1043.0,150206.0,336,0
335533,3,12.0,1047.0,4,130,47,153.0,150206.0,336,0
335533,3,12.0,1047.0,4,130,47,119.0,150206.0,336,0
335533,3,12.0,1047.0,4,44,47,337.0,150206.0,336,0
337526,3,12.0,1047.0,4,130,47,99.0,150206.0,337,0
337526,3,12.0,1047.0,4,130,47,249.0,150206.0,337,0
339626,3,12.0,1047.0,4,130,47,75.0,150206.0,343,0
340732,3,12.0,1047.0,4,130,47,177.0,150206.0,340,0
341328,3,12.0,1047.0,4,130,47,155.0,150206.0,344,0
341328,3,12.0,1047.0,4,61,47,624.0,150206.0,344,0
342269,3,12.0,1047.0,4,130,47,440.0,150206.0,347,0
343206,3,12.0,1047.0,4,130,47,501.0,150206.0,348,0
343206,3,12.0,1047.0,4,130,47,202.0,150206.0,348,0
343378,3,12.0,1047.0,4,130,47,190.0,150206.0,349,0
345137,3,12.0,1047.0,4,61,47,3283.0,150206.0,334,0
345137,3,12.0,1047.0,4,130,47,210.0,150206.0,334,0
345137,3,12.0,1047.0,4,44,47,607.0,150206.0,334,0
345566,3,12.0,1047.0,4,130,47,200.0,150206.0,351,0
346377,3,12.0,1047.0,4,61,47,260.0,150206.0,354,0
346377,3,12.0,1047.0,4,61,47,330.0,150206.0,354,0
346377,3,12.0,1047.0,4,130,47,174.0,150206.0,354,0
347496,3,12.0,1047.0,4,130,47,180.0,150206.0,356,0
347496,3,12.0,1047.0,4,130,47,124.0,150206.0,356,0
349249,3,12.0,1047.0,4,130,47,213.0,150206.0,358,0
351035,3,12.0,1047.0,4,130,47,989.0,150206.0,363,0
351035,3,12.0,1047.0,4,130,47,68.0,150206.0,363,0
351035,3,12.0,1047.0,4,130,47,223.0,150206.0,363,0
351912,3,12.0,2422.0,4,130,47,371.0,150206.0,364,0
351912,3,12.0,2422.0,4,130,47,138.0,150206.0,364,0
351912,3,12.0,2422.0,4,61,47,1802.0,150206.0,364,0
258269,1,12.0,710582.0,3,130,47,1030.0,93609.0,194,0
325454,1,12.0,69347.0,3,130,47,1222.0,41435.0,319,0
325454,1,12.0,69347.0,3,130,47,35639.0,41435.0,319,0
325454,1,12.0,69347.0,3,130,47,23034.0,41435.0,319,0
325454,1,12.0,69347.0,3,130,47,18174.0,41435.0,319,0
325454,1,12.0,69347.0,3,130,47,42426.0,41435.0,319,0
325454,1,12.0,69347.0,3,130,47,55540.0,41435.0,319,0
325454,1,12.0,69347.0,3,130,47,55262.0,41435.0,319,0
325454,1,12.0,69347.0,3,130,47,35976.0,41435.0,319,0
325454,1,12.0,69347.0,3,130,47,27277.0,41435.0,319,0
325454,1,12.0,69347.0,3,130,47,41682.0,41435.0,319,0
325454,1,12.0,69347.0,3,130,47,21667.0,41435.0,319,0
325962,1,12.0,69347.0,3,130,47,461.0,41435.0,320,0
325962,1,12.0,69347.0,3,130,47,943.0,41435.0,320,0
325962,1,12.0,69347.0,3,130,47,49028.0,41435.0,320,0
325962,1,12.0,69347.0,3,130,47,16471.0,41435.0,320,0
328970,1,12.0,69347.0,3,130,47,1164.0,41435.0,327,0
328970,1,12.0,69347.0,3,130,47,249.0,41435.0,327,0
328970,1,12.0,69347.0,3,130,47,663.0,41435.0,327,0
328970,1,12.0,69347.0,3,130,47,21546.0,41435.0,327,0
329770,1,12.0,69347.0,3,130,47,3055.0,41435.0,328,0
333770,1,12.0,69347.0,3,130,47,4040.0,41435.0,330,0
333770,1,12.0,69347.0,3,130,47,449.0,41435.0,330,0
333770,1,12.0,69347.0,3,130,47,198.0,41435.0,330,0
333770,1,12.0,69347.0,3,130,47,6144.0,41435.0,330,0
333770,1,12.0,69347.0,3,130,47,940.0,41435.0,330,0
333770,1,12.0,69347.0,3,130,47,8183.0,41435.0,330,0
334929,1,12.0,212154.0,3,130,47,321.0,41435.0,335,0
334929,1,12.0,212154.0,3,130,47,186.0,41435.0,335,0
338388,1,12.0,212154.0,3,130,47,25718.0,41435.0,341,0
339139,1,12.0,212154.0,3,130,47,13031.0,41435.0,342,0
339139,1,12.0,212154.0,3,130,47,4641.0,41435.0,342,0
339658,1,12.0,212154.0,3,130,47,517.0,41435.0,343,0
339658,1,12.0,212154.0,3,130,47,414.0,41435.0,343,0
339658,1,12.0,212154.0,3,130,47,84446.0,41435.0,343,0
339658,1,12.0,212154.0,3,130,47,406.0,41435.0,343,0
340772,1,12.0,212154.0,3,130,47,26137.0,41435.0,340,0
341361,1,12.0,212154.0,3,130,47,18042.0,41435.0,344,0
341361,1,12.0,212154.0,3,130,47,28508.0,41435.0,344,0
341361,1,12.0,212154.0,3,130,47,22038.0,41435.0,344,0
341361,1,12.0,212154.0,3,130,47,1391.0,41435.0,344,0
341361,1,12.0,212154.0,3,130,47,13031.0,41435.0,344,0
341361,1,12.0,212154.0,3,130,47,858.0,41435.0,344,0
341361,1,12.0,212154.0,3,130,47,2860.0,41435.0,344,0
341361,1,12.0,212154.0,3,130,47,1083.0,41435.0,344,0
342317,1,12.0,212154.0,3,130,47,271.0,41435.0,347,0
345175,1,12.0,212154.0,3,130,47,21353.0,41435.0,334,0
346411,1,12.0,212154.0,3,130,47,275.0,41435.0,354,0
346411,1,12.0,212154.0,3,130,47,314.0,41435.0,354,0
346411,1,12.0,212154.0,3,130,47,106696.0,41435.0,354,0
346411,1,12.0,212154.0,3,130,47,181.0,41435.0,354,0
346898,1,12.0,212154.0,3,130,47,539.0,41435.0,355,0
346898,1,12.0,212154.0,3,130,47,10359.0,41435.0,355,0
348102,1,12.0,212154.0,3,130,47,86289.0,41435.0,357,0
348102,1,12.0,212154.0,3,130,47,6578.0,41435.0,357,0
348102,1,12.0,212154.0,3,130,47,741.0,41435.0,357,0
348102,1,12.0,212154.0,3,130,47,13156.0,41435.0,357,0
349281,1,12.0,212154.0,3,130,47,684.0,41435.0,358,0
349840,1,12.0,212154.0,3,130,47,14140.0,41435.0,361,0
349840,1,12.0,212154.0,3,130,47,21339.0,41435.0,361,0
350545,1,12.0,212154.0,3,130,47,1647.0,41435.0,362,0
350545,1,12.0,212154.0,3,130,47,3108.0,41435.0,362,0
350545,1,12.0,212154.0,3,130,47,31444.0,41435.0,362,0
350545,1,12.0,212154.0,3,130,47,33820.0,41435.0,362,0
350545,1,12.0,212154.0,3,130,47,44511.0,41435.0,362,0
290068,2,17.0,61722.0,3,130,47,216.0,207836.0,253,0
290068,2,17.0,61722.0,3,130,47,21.0,207836.0,253,0
298005,2,17.0,61722.0,3,119,47,405.0,207836.0,267,0
323017,2,17.0,56241.0,3,130,47,10.0,207836.0,314,0
328974,2,17.0,56241.0,3,135,47,280.0,207836.0,327,0
329774,2,17.0,56241.0,3,130,47,338.0,207836.0,328,0
329774,2,17.0,56241.0,3,130,47,416.0,207836.0,328,0
330613,2,17.0,56241.0,3,119,47,405.0,207836.0,329,0
339664,2,17.0,82960.0,3,130,47,1847.0,207836.0,343,0
340779,2,17.0,82960.0,3,130,47,1869.0,207836.0,340,0
345597,2,17.0,82960.0,3,130,47,47.0,207836.0,351,0
346901,2,17.0,82960.0,3,130,47,416.0,207836.0,355,0
346901,2,17.0,82960.0,3,135,47,280.0,207836.0,355,0
348104,2,17.0,82960.0,3,119,47,405.0,207836.0,357,0
349843,2,17.0,82960.0,3,130,47,468.0,207836.0,361,0
311911,1,17.0,363020.0,3,130,47,1432.0,81648.0,288,0
314676,1,17.0,363020.0,3,130,47,51.0,81648.0,294,0
315436,1,17.0,363020.0,3,130,47,249.0,81648.0,295,0
318234,1,17.0,363020.0,3,130,47,71.0,81648.0,299,0
318234,1,17.0,363020.0,3,130,47,1018.0,81648.0,299,0
318865,1,17.0,363020.0,3,130,47,98.0,81648.0,300,0
319726,1,17.0,363020.0,3,130,47,1457.0,81648.0,301,0
319726,1,17.0,363020.0,3,130,47,370.0,81648.0,301,0
319726,1,17.0,363020.0,3,130,47,63.0,81648.0,301,0
319726,1,17.0,363020.0,3,130,47,183.0,81648.0,301,0
319726,1,17.0,363020.0,3,130,47,353.0,81648.0,301,0
319726,1,17.0,363020.0,3,130,47,980.0,81648.0,301,0
321502,1,17.0,363020.0,3,130,47,198.0,81648.0,302,0
321502,1,17.0,363020.0,3,130,47,46.0,81648.0,302,0
321502,1,17.0,363020.0,3,130,47,1354.0,81648.0,302,0
321502,1,17.0,363020.0,3,130,47,158.0,81648.0,302,0
322309,1,17.0,437306.0,3,130,47,986.0,81648.0,313,0
323019,1,17.0,437306.0,3,130,47,183.0,81648.0,314,0
323019,1,17.0,437306.0,3,130,47,837.0,81648.0,314,0
324429,1,17.0,437306.0,3,130,47,220.0,81648.0,316,0
325464,1,17.0,437306.0,3,130,47,245.0,81648.0,319,0
325974,1,17.0,437306.0,3,130,47,438.0,81648.0,320,0
326796,1,17.0,437306.0,3,130,47,188.0,81648.0,321,0
326796,1,17.0,437306.0,3,130,47,721.0,81648.0,321,0
328492,1,17.0,437306.0,3,130,47,166.0,81648.0,323,0
328492,1,17.0,437306.0,3,130,47,193.0,81648.0,323,0
328979,1,17.0,437306.0,3,130,47,66.0,81648.0,327,0
328979,1,17.0,437306.0,3,130,47,46.0,81648.0,327,0
329780,1,17.0,437306.0,3,130,47,180.0,81648.0,328,0
330617,1,17.0,437306.0,3,130,47,165.0,81648.0,329,0
330617,1,17.0,437306.0,3,130,47,189.0,81648.0,329,0
330617,1,17.0,437306.0,3,130,47,135.0,81648.0,329,0
333038,1,17.0,437306.0,3,130,47,133.0,81648.0,312,0
333038,1,17.0,437306.0,3,130,47,109.0,81648.0,312,0
333038,1,17.0,437306.0,3,130,47,250.0,81648.0,312,0
333785,1,17.0,437306.0,3,130,47,222.0,81648.0,330,0
335575,1,17.0,938482.0,3,130,47,1476.0,81648.0,336,0
335575,1,17.0,938482.0,3,130,47,98.0,81648.0,336,0
335575,1,17.0,938482.0,3,130,47,83.0,81648.0,336,0
335575,1,17.0,938482.0,3,130,47,166.0,81648.0,336,0
337585,1,17.0,938482.0,3,130,47,199.0,81648.0,337,0
179209,1,18.0,52869.0,3,130,47,84.0,104538.0,13,0
182718,1,18.0,52869.0,3,130,47,5265.0,104538.0,21,0
183262,1,18.0,52869.0,3,130,47,110.0,104538.0,22,0
183816,1,18.0,52869.0,3,130,47,99.0,104538.0,25,0
187813,1,18.0,52272.0,3,130,47,77.0,104538.0,34,0
189026,1,18.0,52272.0,3,130,47,61.0,104538.0,36,0
193058,1,18.0,52272.0,3,130,47,11.0,104538.0,46,0
193487,1,18.0,52272.0,3,130,47,1666.0,104538.0,47,0
195912,1,18.0,52272.0,3,130,47,5839.0,104538.0,53,0
221582,1,18.0,102795.0,3,130,47,5075.0,104538.0,113,0
315437,1,12.0,104538.0,3,130,47,30.0,104538.0,295,0
321503,1,12.0,104538.0,3,130,47,28.0,104538.0,302,0
324430,1,12.0,188542.0,3,130,47,30.0,104538.0,316,0
328493,1,12.0,188542.0,3,130,47,30.0,104538.0,323,0
328980,1,12.0,188542.0,3,130,47,5446.0,104538.0,327,0
341370,1,12.0,160565.0,3,130,47,28.0,104538.0,344,0
241305,3,15.0,101105.0,4,130,47,524.0,104768.0,155,0
251791,3,15.0,101105.0,4,130,47,13493.0,104768.0,180,0
252476,3,15.0,101105.0,4,130,47,962.0,104768.0,181,0
252476,3,15.0,101105.0,4,130,47,721.0,104768.0,181,0
252476,3,15.0,101105.0,4,130,47,524.0,104768.0,181,0
252476,3,15.0,101105.0,4,130,47,524.0,104768.0,181,0
286920,3,15.0,52207.0,4,130,47,1400.0,104768.0,250,0
286920,3,15.0,52207.0,4,130,47,1202.0,104768.0,250,0
293217,3,15.0,52207.0,4,130,47,977.0,104768.0,259,0
293217,3,15.0,52207.0,4,130,47,721.0,104768.0,259,0
316816,3,15.0,174713.0,4,130,47,524.0,104768.0,298,0
324896,3,15.0,134766.0,5,130,47,2756.0,104768.0,319,0
332671,3,15.0,134766.0,5,130,47,2756.0,104768.0,312,0
