alert_key,risk_rank,occupation_code,total_asset,AGE,trans_no,trade_amount_usd,cycam,date,sar_flag
223138,3,12.0,11478.0,4,0,29541.0,150206.0,117,0
224935,3,12.0,9155.0,4,0,30041.0,150206.0,123,0
225571,3,12.0,9155.0,4,0,30242.0,150206.0,124,0
226139,3,12.0,9155.0,4,0,30542.0,150206.0,125,0
226755,3,12.0,9155.0,4,0,30642.0,150206.0,126,0
228365,3,12.0,9155.0,4,0,102033.0,150206.0,127,0
228536,3,12.0,9155.0,4,0,178438.0,150206.0,130,0
229691,3,12.0,9155.0,4,0,163356.0,150206.0,131,0
230185,3,12.0,9155.0,4,0,215269.0,150206.0,132,0
230591,3,12.0,9155.0,4,0,108268.0,150206.0,133,0
231403,3,12.0,9155.0,4,0,177558.0,150206.0,134,0
232086,3,12.0,9155.0,4,0,174808.0,150206.0,137,0
232711,3,12.0,9155.0,4,0,181518.0,150206.0,138,0
233291,3,12.0,9155.0,4,0,191680.0,150206.0,139,0
233758,3,12.0,9155.0,4,0,119836.0,150206.0,140,0
234478,3,12.0,9155.0,4,0,71132.0,150206.0,141,0
235351,3,12.0,9155.0,4,0,51921.0,150206.0,144,0
235970,3,12.0,9155.0,4,0,54539.0,150206.0,145,0
236316,3,12.0,9155.0,4,0,193490.0,150206.0,146,0
237090,3,12.0,9155.0,4,0,122946.0,150206.0,147,0
238454,3,12.0,9155.0,4,0,184643.0,150206.0,151,0
239535,3,12.0,4093.0,4,0,184961.0,150206.0,152,0
240234,3,12.0,4093.0,4,0,114041.0,150206.0,153,0
240949,3,12.0,4093.0,4,0,112833.0,150206.0,154,0
241630,3,12.0,4093.0,4,0,249669.0,150206.0,155,0
242228,3,12.0,4093.0,4,0,146131.0,150206.0,158,0
242794,3,12.0,4093.0,4,0,37852.0,150206.0,159,0
243619,3,12.0,4093.0,4,0,250343.0,150206.0,160,0
244089,3,12.0,4093.0,4,0,177633.0,150206.0,161,0
244789,3,12.0,4093.0,4,0,250343.0,150206.0,162,0
245738,3,12.0,4093.0,4,0,250343.0,150206.0,165,0
246418,3,12.0,4093.0,4,0,124905.0,150206.0,166,0
247287,3,12.0,4093.0,4,0,196658.0,150206.0,167,0
247948,3,12.0,4093.0,4,0,250343.0,150206.0,168,0
248294,3,12.0,4093.0,4,0,196146.0,150206.0,169,0
249446,3,12.0,4093.0,4,0,250343.0,150206.0,174,0
249643,3,12.0,4093.0,4,0,112317.0,150206.0,175,0
250678,3,12.0,4093.0,4,0,243525.0,150206.0,176,0
251437,3,12.0,4093.0,4,0,250343.0,150206.0,179,0
252130,3,12.0,4093.0,4,0,250343.0,150206.0,180,0
252855,3,12.0,4093.0,4,0,250343.0,150206.0,181,0
253486,3,12.0,81328.0,4,0,190471.0,150206.0,182,0
254424,3,12.0,81328.0,4,0,248598.0,150206.0,183,0
257136,3,12.0,81328.0,4,0,140193.0,150206.0,189,0
268414,3,12.0,2833.0,4,0,97760.0,150206.0,216,0
271166,3,12.0,2833.0,4,0,225530.0,150206.0,218,0
273185,3,12.0,2833.0,4,0,250343.0,150206.0,223,0
274468,3,12.0,2833.0,4,0,250343.0,150206.0,225,0
275778,3,12.0,2833.0,4,0,250343.0,150206.0,229,0
276539,3,12.0,2833.0,4,0,248078.0,150206.0,230,0
277203,3,12.0,2833.0,4,0,248419.0,150206.0,231,0
278039,3,12.0,2833.0,4,0,250343.0,150206.0,232,0
278581,3,12.0,2833.0,4,0,250343.0,150206.0,235,0
279662,3,12.0,2833.0,4,0,250343.0,150206.0,236,0
280018,3,12.0,2833.0,4,0,250343.0,150206.0,237,0
281794,3,12.0,2833.0,4,0,250343.0,150206.0,239,0
282688,3,12.0,2833.0,4,0,248885.0,150206.0,242,0
283392,3,12.0,125164.0,4,0,249024.0,150206.0,244,0
284065,3,12.0,125164.0,4,0,249367.0,150206.0,245,0
285398,3,12.0,125164.0,4,0,249694.0,150206.0,246,0
287445,3,12.0,125164.0,4,0,249492.0,150206.0,250,0
287767,3,12.0,125164.0,4,0,249636.0,150206.0,251,0
288583,3,12.0,125164.0,4,0,249549.0,150206.0,252,0
290015,3,12.0,125164.0,4,0,243335.0,150206.0,253,0
291401,3,12.0,125164.0,4,0,234106.0,150206.0,257,0
292822,3,12.0,125164.0,4,0,249147.0,150206.0,258,0
293440,3,12.0,125164.0,4,0,250205.0,150206.0,259,0
294435,3,12.0,125164.0,4,0,249551.0,150206.0,260,0
295005,3,12.0,125164.0,4,0,250285.0,150206.0,263,0
295669,3,12.0,125164.0,4,0,236177.0,150206.0,265,0
296249,3,12.0,125164.0,4,0,135185.0,150206.0,266,0
298932,3,12.0,125164.0,4,0,122950.0,150206.0,270,0
299890,3,12.0,125164.0,4,0,83352.0,150206.0,271,0
302843,3,12.0,124756.0,4,0,250115.0,150206.0,277,0
303510,3,12.0,124756.0,4,0,193991.0,150206.0,279,0
304223,3,12.0,124756.0,4,0,187096.0,150206.0,280,0
305473,3,12.0,124756.0,4,0,187096.0,150206.0,280,0
305279,3,12.0,124756.0,4,0,152881.0,150206.0,272,0
306044,3,12.0,124756.0,4,0,200336.0,150206.0,281,0
306668,3,12.0,124756.0,4,0,217153.0,150206.0,284,0
307349,3,12.0,124756.0,4,0,232694.0,150206.0,285,0
308162,3,12.0,124756.0,4,0,242847.0,150206.0,286,0
308923,3,12.0,124756.0,4,0,244552.0,150206.0,287,0
310151,3,12.0,124756.0,4,0,193419.0,150206.0,278,0
311861,3,12.0,124756.0,4,0,238048.0,150206.0,288,0
312276,3,12.0,124756.0,4,0,245652.0,150206.0,273,0
313307,3,12.0,124756.0,4,0,150261.0,150206.0,291,0
313919,3,12.0,124756.0,4,0,240621.0,150206.0,293,0
314630,3,12.0,124756.0,4,0,250284.0,150206.0,294,0
315389,3,12.0,124756.0,4,0,78210.0,150206.0,295,0
317010,3,12.0,124756.0,4,0,215643.0,150206.0,298,0
318178,3,12.0,124756.0,4,0,182127.0,150206.0,299,0
318814,3,12.0,124756.0,4,0,219545.0,150206.0,300,0
319530,3,12.0,124756.0,4,0,243219.0,150206.0,301,0
321446,3,12.0,124756.0,4,0,233241.0,150206.0,302,0
322256,3,12.0,33669.0,4,0,250306.0,150206.0,313,0
322972,3,12.0,33669.0,4,0,231446.0,150206.0,314,0
323534,3,12.0,33669.0,4,0,189529.0,150206.0,315,0
324377,3,12.0,33669.0,4,0,248544.0,150206.0,316,0
325393,3,12.0,33669.0,4,0,250057.0,150206.0,319,0
325908,3,12.0,33669.0,4,0,235222.0,150206.0,320,0
326747,3,12.0,33669.0,4,0,250332.0,150206.0,321,0
327452,3,12.0,33669.0,4,0,223699.0,150206.0,322,0
328381,3,12.0,33669.0,4,0,250300.0,150206.0,323,0
328930,3,12.0,33669.0,4,0,172966.0,150206.0,327,0
329730,3,12.0,33669.0,4,0,192975.0,150206.0,328,0
330558,3,12.0,33669.0,4,0,232549.0,150206.0,329,0
332966,3,12.0,33669.0,4,0,250300.0,150206.0,312,0
333722,3,12.0,33669.0,4,0,236605.0,150206.0,330,0
335533,3,12.0,1047.0,4,0,244492.0,150206.0,336,0
337526,3,12.0,1047.0,4,0,216159.0,150206.0,337,0
339626,3,12.0,1047.0,4,0,209021.0,150206.0,343,0
340732,3,12.0,1047.0,4,0,227198.0,150206.0,340,0
341328,3,12.0,1047.0,4,0,215985.0,150206.0,344,0
342269,3,12.0,1047.0,4,0,243634.0,150206.0,347,0
343206,3,12.0,1047.0,4,0,242366.0,150206.0,348,0
343378,3,12.0,1047.0,4,0,69726.0,150206.0,349,0
344046,3,12.0,1047.0,4,0,175532.0,150206.0,350,0
345137,3,12.0,1047.0,4,0,228859.0,150206.0,334,0
345566,3,12.0,1047.0,4,0,147250.0,150206.0,351,0
346377,3,12.0,1047.0,4,0,185163.0,150206.0,354,0
347496,3,12.0,1047.0,4,0,237108.0,150206.0,356,0
349249,3,12.0,1047.0,4,0,193572.0,150206.0,358,0
351035,3,12.0,1047.0,4,0,250049.0,150206.0,363,0
351912,3,12.0,2422.0,4,0,250286.0,150206.0,364,0
251438,1,17.0,2853.0,4,0,13342.0,77061.0,179,0
252131,1,17.0,2853.0,4,0,17390.0,77061.0,180,0
252857,1,17.0,2853.0,4,0,15280.0,77061.0,181,0
275780,1,17.0,7556.0,4,0,73207.0,77061.0,229,0
276540,1,17.0,7556.0,4,0,73840.0,77061.0,230,0
277204,1,17.0,7556.0,4,0,73233.0,77061.0,231,0
278041,1,17.0,7556.0,4,0,73840.0,77061.0,232,0
278582,1,17.0,7556.0,4,0,73946.0,77061.0,235,0
280019,1,17.0,7556.0,4,0,72046.0,77061.0,237,0
280699,1,17.0,7556.0,4,0,73920.0,77061.0,238,0
282689,1,17.0,7556.0,4,0,73840.0,77061.0,242,0
283393,1,17.0,933640.0,4,0,74026.0,77061.0,244,0
284066,1,17.0,933640.0,4,0,74053.0,77061.0,245,0
285399,1,17.0,933640.0,4,0,74053.0,77061.0,246,0
287447,1,17.0,933640.0,4,0,73946.0,77061.0,250,0
287769,1,17.0,933640.0,4,0,74053.0,77061.0,251,0
288585,1,17.0,933640.0,4,0,96408.0,77061.0,252,0
290018,1,17.0,933640.0,4,0,74133.0,77061.0,253,0
291404,1,17.0,933640.0,4,0,110760.0,77061.0,257,0
292824,1,17.0,933640.0,4,0,110840.0,77061.0,258,0
293443,1,17.0,933640.0,4,0,110800.0,77061.0,259,0
294437,1,17.0,933640.0,4,0,110960.0,77061.0,260,0
295008,1,17.0,933640.0,4,0,73774.0,77061.0,263,0
295671,1,17.0,933640.0,4,0,110780.0,77061.0,265,0
296251,1,17.0,933640.0,4,0,73933.0,77061.0,266,0
298934,1,17.0,933640.0,4,0,111180.0,77061.0,270,0
299894,1,17.0,933640.0,4,0,111340.0,77061.0,271,0
302845,1,17.0,27639.0,4,0,110798.0,77061.0,277,0
303512,1,17.0,27639.0,4,0,111622.0,77061.0,279,0
304224,1,17.0,27639.0,4,0,111421.0,77061.0,280,0
305475,1,17.0,27639.0,4,0,111421.0,77061.0,280,0
305281,1,17.0,27639.0,4,0,110678.0,77061.0,272,0
306045,1,17.0,27639.0,4,0,111260.0,77061.0,281,0
306670,1,17.0,27639.0,4,0,111401.0,77061.0,284,0
307350,1,17.0,27639.0,4,0,111320.0,77061.0,285,0
308163,1,17.0,27639.0,4,0,111401.0,77061.0,286,0
308927,1,17.0,27639.0,4,0,111481.0,77061.0,287,0
310152,1,17.0,27639.0,4,0,110999.0,77061.0,278,0
311863,1,17.0,27639.0,4,0,111602.0,77061.0,288,0
312279,1,17.0,27639.0,4,0,74227.0,77061.0,273,0
313308,1,17.0,27639.0,4,0,111724.0,77061.0,291,0
313920,1,17.0,27639.0,4,0,74321.0,77061.0,293,0
314632,1,17.0,27639.0,4,0,111522.0,77061.0,294,0
317012,1,17.0,27639.0,4,0,37107.0,77061.0,298,0
318181,1,17.0,27639.0,4,0,110968.0,77061.0,299,0
318815,1,17.0,27639.0,4,0,73312.0,77061.0,300,0
319531,1,17.0,27639.0,4,0,110840.0,77061.0,301,0
321450,1,17.0,27639.0,4,0,55380.0,77061.0,302,0
322258,1,17.0,9131.0,4,0,147574.0,77061.0,313,0
322976,1,17.0,9131.0,4,0,143962.0,77061.0,314,0
323535,1,17.0,9131.0,4,0,146915.0,77061.0,315,0
324378,1,17.0,9131.0,4,0,147495.0,77061.0,316,0
325394,1,17.0,9131.0,4,0,147389.0,77061.0,319,0
325909,1,17.0,9131.0,4,0,146930.0,77061.0,320,0
326750,1,17.0,9131.0,4,0,147283.0,77061.0,321,0
327454,1,17.0,9131.0,4,0,110542.0,77061.0,322,0
328383,1,17.0,9131.0,4,0,147336.0,77061.0,323,0
328934,1,17.0,9131.0,4,0,147601.0,77061.0,327,0
329732,1,17.0,9131.0,4,0,110502.0,77061.0,328,0
330562,1,17.0,9131.0,4,0,73326.0,77061.0,329,0
332971,1,17.0,9131.0,4,0,147548.0,77061.0,312,0
333724,1,17.0,9131.0,4,0,146548.0,77061.0,330,0
334893,1,17.0,151877.0,4,0,73170.0,77061.0,335,0
335535,1,17.0,151877.0,4,0,145903.0,77061.0,336,0
337527,1,17.0,151877.0,4,0,146079.0,77061.0,337,0
338351,1,17.0,151877.0,4,0,72371.0,77061.0,341,0
339628,1,17.0,151877.0,4,0,72371.0,77061.0,343,0
340734,1,17.0,151877.0,4,0,145407.0,77061.0,340,0
341330,1,17.0,151877.0,4,0,72345.0,77061.0,344,0
342272,1,17.0,151877.0,4,0,108062.0,77061.0,347,0
343209,1,17.0,151877.0,4,0,125587.0,77061.0,348,0
344048,1,17.0,151877.0,4,0,126382.0,77061.0,350,0
345140,1,17.0,151877.0,4,0,73222.0,77061.0,334,0
345568,1,17.0,151877.0,4,0,126658.0,77061.0,351,0
346378,1,17.0,151877.0,4,0,126249.0,77061.0,354,0
348080,1,17.0,151877.0,4,0,35582.0,77061.0,357,0
349251,1,17.0,151877.0,4,0,89740.0,77061.0,358,0
350511,1,17.0,151877.0,4,0,89207.0,77061.0,362,0
351037,1,17.0,151877.0,4,0,125867.0,77061.0,363,0
351914,1,17.0,173255.0,4,0,123298.0,77061.0,364,0
306048,1,12.0,29773.0,3,0,254687.0,0.0,281,0
306674,1,12.0,29773.0,3,0,254686.0,0.0,284,0
308166,1,12.0,29773.0,3,0,254686.0,0.0,286,0
316144,3,12.0,29773.0,3,0,148422.0,0.0,292,0
325400,3,12.0,444577.0,3,0,254679.0,0.0,319,0
328939,3,12.0,444577.0,3,0,201421.0,0.0,327,0
339632,3,12.0,592859.0,3,0,254678.0,0.0,343,0
340735,3,12.0,592859.0,3,0,245953.0,0.0,340,0
342275,3,12.0,592859.0,3,0,161515.0,0.0,347,0
344053,3,12.0,592859.0,3,0,246757.0,0.0,350,0
179773,1,19.0,15116.0,3,0,52995.0,0.0,14,0
180405,1,19.0,15116.0,3,0,47140.0,0.0,15,0
181011,1,19.0,15116.0,3,0,74570.0,0.0,18,0
182343,1,19.0,15116.0,3,0,47768.0,0.0,20,0
183247,1,19.0,15116.0,3,0,16160.0,0.0,22,0
224966,3,19.0,1006233.0,3,1,77262.0,0.0,123,0
225598,3,19.0,1006233.0,3,1,77591.0,0.0,124,0
226164,3,19.0,1006233.0,3,1,103455.0,0.0,125,0
226786,3,19.0,1006233.0,3,1,31037.0,0.0,126,0
228389,3,19.0,1006233.0,3,1,98283.0,0.0,127,0
228568,3,19.0,1006233.0,3,1,36209.0,0.0,130,0
229740,3,19.0,1006233.0,3,1,72419.0,0.0,131,0
230209,3,19.0,1006233.0,3,1,72419.0,0.0,132,0
230617,3,19.0,1006233.0,3,1,88305.0,0.0,133,0
231430,3,19.0,1006233.0,3,1,72419.0,0.0,134,0
231430,3,19.0,1006233.0,3,1,31037.0,0.0,134,0
232110,3,19.0,1006233.0,3,1,82764.0,0.0,137,0
232734,3,19.0,1006233.0,3,1,93110.0,0.0,138,0
233316,3,19.0,1006233.0,3,1,103455.0,0.0,139,0
234495,3,19.0,1006233.0,3,1,72419.0,0.0,141,0
235996,3,19.0,1006233.0,3,1,72419.0,0.0,145,0
236339,3,19.0,1006233.0,3,1,103455.0,0.0,146,0
237117,3,19.0,1006233.0,3,1,93110.0,0.0,147,0
237647,3,19.0,1006233.0,3,1,79825.0,0.0,148,0
238474,3,19.0,1006233.0,3,1,72419.0,0.0,151,0
239567,3,19.0,1098128.0,3,1,134492.0,0.0,152,0
240257,3,19.0,1098128.0,3,1,98283.0,0.0,153,0
240968,3,19.0,1098128.0,3,1,90006.0,0.0,154,0
241646,3,19.0,1098128.0,3,1,103456.0,0.0,155,0
242254,3,19.0,1098128.0,3,1,108628.0,0.0,158,0
243640,3,19.0,1098128.0,3,1,165528.0,0.0,160,0
244110,3,19.0,1098128.0,3,1,87937.0,0.0,161,0
244805,3,19.0,1098128.0,3,1,155183.0,0.0,162,0
245756,3,19.0,1098128.0,3,1,67246.0,0.0,165,0
246436,3,19.0,1098128.0,3,1,129319.0,0.0,166,0
247301,3,19.0,1098128.0,3,1,124146.0,0.0,167,0
247966,3,19.0,1098128.0,3,1,103455.0,0.0,168,0
248315,3,19.0,1098128.0,3,1,165528.0,0.0,169,0
249474,3,19.0,1098128.0,3,1,134492.0,0.0,174,0
249664,3,19.0,1098128.0,3,1,118974.0,0.0,175,0
250702,3,19.0,1098128.0,3,1,108628.0,0.0,176,0
251469,3,19.0,1098128.0,3,1,124146.0,0.0,179,0
252159,3,19.0,1098128.0,3,1,72419.0,0.0,180,0
265732,3,19.0,978904.0,3,1,93110.0,0.0,209,0
266526,3,19.0,978904.0,3,1,115870.0,0.0,210,0
268430,3,19.0,1639059.0,3,1,87937.0,0.0,216,0
269421,3,19.0,1639059.0,3,1,62073.0,0.0,217,0
271414,3,19.0,1639059.0,3,1,98283.0,0.0,221,0
272489,3,19.0,1639059.0,3,1,54831.0,0.0,222,0
274492,3,19.0,1639059.0,3,1,18622.0,0.0,225,0
351932,3,19.0,567379.0,3,1,124146.0,0.0,364,0
290068,2,17.0,61722.0,3,0,6514.0,207836.0,253,0
294477,2,17.0,61722.0,3,0,4877.0,207836.0,260,0
298005,2,17.0,61722.0,3,0,6515.0,207836.0,267,0
299972,2,17.0,61722.0,3,0,7166.0,207836.0,271,0
304258,2,17.0,68686.0,3,0,6495.0,207836.0,280,0
308969,2,17.0,68686.0,3,0,6522.0,207836.0,287,0
323017,2,17.0,56241.0,3,0,6524.0,207836.0,314,0
324424,2,17.0,56241.0,3,0,6531.0,207836.0,316,0
325970,2,17.0,56241.0,3,0,6551.0,207836.0,320,0
328487,2,17.0,56241.0,3,0,6567.0,207836.0,323,0
328974,2,17.0,56241.0,3,0,6568.0,207836.0,327,0
329774,2,17.0,56241.0,3,0,9867.0,207836.0,328,0
330613,2,17.0,56241.0,3,0,9841.0,207836.0,329,0
334937,2,17.0,82960.0,3,0,6563.0,207836.0,335,0
335568,2,17.0,82960.0,3,0,9852.0,207836.0,336,0
336802,2,17.0,82960.0,3,0,6567.0,207836.0,326,0
339664,2,17.0,82960.0,3,0,10616.0,207836.0,343,0
340779,2,17.0,82960.0,3,0,9847.0,207836.0,340,0
343240,2,17.0,82960.0,3,0,9753.0,207836.0,348,0
345186,2,17.0,82960.0,3,0,6575.0,207836.0,334,0
345597,2,17.0,82960.0,3,0,9779.0,207836.0,351,0
346901,2,17.0,82960.0,3,0,13026.0,207836.0,355,0
348104,2,17.0,82960.0,3,0,9274.0,207836.0,357,0
349843,2,17.0,82960.0,3,0,9753.0,207836.0,361,0
351073,2,17.0,82960.0,3,0,8981.0,207836.0,363,0
306729,1,17.0,363020.0,3,0,30161.0,81648.0,284,0
307406,1,17.0,363020.0,3,0,30371.0,81648.0,285,0
308210,1,17.0,363020.0,3,0,30559.0,81648.0,286,0
308976,1,17.0,363020.0,3,0,42448.0,81648.0,287,0
311911,1,17.0,363020.0,3,0,30866.0,81648.0,288,0
313352,1,17.0,363020.0,3,0,62146.0,81648.0,291,0
313951,1,17.0,363020.0,3,0,61273.0,81648.0,293,0
314676,1,17.0,363020.0,3,0,61295.0,81648.0,294,0
315436,1,17.0,363020.0,3,0,61140.0,81648.0,295,0
317057,1,17.0,363020.0,3,0,81394.0,81648.0,298,0
318234,1,17.0,363020.0,3,0,82472.0,81648.0,299,0
318865,1,17.0,363020.0,3,0,48181.0,81648.0,300,0
319726,1,17.0,363020.0,3,0,135786.0,81648.0,301,0
321502,1,17.0,363020.0,3,0,34839.0,81648.0,302,0
322309,1,17.0,437306.0,3,0,35333.0,81648.0,313,0
323019,1,17.0,437306.0,3,0,35383.0,81648.0,314,0
324429,1,17.0,437306.0,3,0,108710.0,81648.0,316,0
325464,1,17.0,437306.0,3,0,35502.0,81648.0,319,0
325974,1,17.0,437306.0,3,0,108625.0,81648.0,320,0
326796,1,17.0,437306.0,3,0,73148.0,81648.0,321,0
327511,1,17.0,437306.0,3,0,35502.0,81648.0,322,0
328492,1,17.0,437306.0,3,0,71370.0,81648.0,323,0
328979,1,17.0,437306.0,3,0,108807.0,81648.0,327,0
329780,1,17.0,437306.0,3,0,80505.0,81648.0,328,0
330617,1,17.0,437306.0,3,0,99202.0,81648.0,329,0
333038,1,17.0,437306.0,3,0,119603.0,81648.0,312,0
333785,1,17.0,437306.0,3,0,71327.0,81648.0,330,0
335575,1,17.0,938482.0,3,0,106589.0,81648.0,336,0
337585,1,17.0,938482.0,3,0,71099.0,81648.0,337,0
339668,1,17.0,938482.0,3,0,35416.0,81648.0,343,0
340784,1,17.0,938482.0,3,0,81933.0,81648.0,340,0
343411,1,17.0,938482.0,3,0,35100.0,81648.0,349,0
344074,1,17.0,938482.0,3,0,35298.0,81648.0,350,0
347527,1,17.0,938482.0,3,0,45717.0,81648.0,356,0
351078,1,17.0,938482.0,3,0,34868.0,81648.0,363,0
172947,1,18.0,52869.0,3,0,55126.0,104538.0,6,0
174255,1,18.0,52869.0,3,0,55146.0,104538.0,7,0
175004,1,18.0,52869.0,3,0,55107.0,104538.0,8,0
176817,1,18.0,52869.0,3,0,55068.0,104538.0,11,0
177823,1,18.0,52869.0,3,0,55087.0,104538.0,12,0
179209,1,18.0,52869.0,3,0,55087.0,104538.0,13,0
179785,1,18.0,52869.0,3,0,55146.0,104538.0,14,0
180417,1,18.0,52869.0,3,0,55262.0,104538.0,15,0
181024,1,18.0,52869.0,3,0,55595.0,104538.0,18,0
181770,1,18.0,52869.0,3,0,55753.0,104538.0,19,0
182353,1,18.0,52869.0,3,0,55694.0,104538.0,20,0
182718,1,18.0,52869.0,3,0,55734.0,104538.0,21,0
183262,1,18.0,52869.0,3,0,55734.0,104538.0,22,0
183816,1,18.0,52869.0,3,0,56012.0,104538.0,25,0
184600,1,18.0,52869.0,3,0,56193.0,104538.0,26,0
185126,1,18.0,52869.0,3,0,56213.0,104538.0,27,0
186003,1,18.0,52869.0,3,0,56113.0,104538.0,28,0
186847,1,18.0,52272.0,3,0,56012.0,104538.0,32,0
187391,1,18.0,52272.0,3,0,56133.0,104538.0,33,0
187813,1,18.0,52272.0,3,0,56072.0,104538.0,34,0
188732,1,18.0,52272.0,3,0,56072.0,104538.0,35,0
189026,1,18.0,52272.0,3,0,56113.0,104538.0,36,0
189704,1,18.0,52272.0,3,0,56456.0,104538.0,39,0
190406,1,18.0,52272.0,3,0,56355.0,104538.0,40,0
190999,1,18.0,52272.0,3,0,56052.0,104538.0,41,0
191585,1,18.0,52272.0,3,0,56012.0,104538.0,42,0
192186,1,18.0,52272.0,3,0,56052.0,104538.0,43,0
193058,1,18.0,52272.0,3,0,55873.0,104538.0,46,0
193487,1,18.0,52272.0,3,0,56032.0,104538.0,47,0
194038,1,18.0,52272.0,3,0,56213.0,104538.0,48,0
194604,1,18.0,52272.0,3,0,56072.0,104538.0,49,0
195330,1,18.0,52272.0,3,0,56133.0,104538.0,50,0
195912,1,18.0,52272.0,3,0,56153.0,104538.0,53,0
196537,1,18.0,52272.0,3,0,56274.0,104538.0,54,0
197321,1,18.0,52272.0,3,0,56395.0,104538.0,55,0
197545,1,18.0,52272.0,3,0,56415.0,104538.0,56,0
198156,1,18.0,52272.0,3,0,56537.0,104538.0,57,0
199598,1,18.0,74519.0,3,0,87130.0,104538.0,61,0
217922,1,18.0,102795.0,3,0,56058.0,104538.0,105,0
218420,1,18.0,102795.0,3,0,56119.0,104538.0,106,0
219036,1,18.0,102795.0,3,0,55898.0,104538.0,109,0
219982,1,18.0,102795.0,3,0,55799.0,104538.0,110,0
220287,1,18.0,102795.0,3,0,55879.0,104538.0,111,0
220869,1,18.0,102795.0,3,0,55958.0,104538.0,112,0
221582,1,18.0,102795.0,3,0,55938.0,104538.0,113,0
223675,1,18.0,102795.0,3,0,55938.0,104538.0,118,0
223996,1,18.0,102795.0,3,0,56119.0,104538.0,119,0
226179,1,18.0,104538.0,3,0,56280.0,104538.0,125,0
227430,1,18.0,104538.0,3,0,56139.0,104538.0,120,0
308211,1,12.0,104538.0,3,0,56691.0,104538.0,286,0
308211,1,12.0,104538.0,3,0,56670.0,104538.0,286,0
308977,1,12.0,104538.0,3,0,56691.0,104538.0,287,0
311912,1,12.0,104538.0,3,0,56711.0,104538.0,288,0
313952,1,12.0,104538.0,3,0,56773.0,104538.0,293,0
314677,1,12.0,104538.0,3,0,56691.0,104538.0,294,0
315437,1,12.0,104538.0,3,0,56588.0,104538.0,295,0
316175,1,12.0,104538.0,3,0,75814.0,104538.0,292,0
317058,1,12.0,104538.0,3,0,56588.0,104538.0,298,0
