,alert_key,sar_flag,cust_id,risk_rank,occupation_code,total_asset,AGE,lupay,byymm,cycam,usgam,clamt,csamt,inamt,cucsm,cucah
16,172480,1,7fde997da7e7a95280460889004bd2f23050bd8953de7ea648bd3fd9fc977fde,3,12.0,8251.0,4,50591.0,91,60710.0,14196.0,0.0,0.0,0.0,15040.0,0.0
17,172480,1,7fde997da7e7a95280460889004bd2f23050bd8953de7ea648bd3fd9fc977fde,3,12.0,8251.0,4,12142.0,122,60710.0,12794.0,0.0,0.0,0.0,12695.0,0.0
18,172480,1,7fde997da7e7a95280460889004bd2f23050bd8953de7ea648bd3fd9fc977fde,3,12.0,8251.0,4,12142.0,153,60710.0,10705.0,0.0,0.0,0.0,8478.0,0.0
19,172480,1,7fde997da7e7a95280460889004bd2f23050bd8953de7ea648bd3fd9fc977fde,3,12.0,8251.0,4,8297.0,183,60710.0,9974.0,0.0,0.0,0.0,9447.0,0.0
20,172480,1,7fde997da7e7a95280460889004bd2f23050bd8953de7ea648bd3fd9fc977fde,3,12.0,8251.0,4,9410.0,214,60710.0,8209.0,0.0,0.0,0.0,8225.0,0.0
21,172480,1,7fde997da7e7a95280460889004bd2f23050bd8953de7ea648bd3fd9fc977fde,3,12.0,8251.0,4,9106.0,244,60710.0,25048.0,0.0,0.0,0.0,25976.0,0.0
22,172480,1,7fde997da7e7a95280460889004bd2f23050bd8953de7ea648bd3fd9fc977fde,3,12.0,8251.0,4,25296.0,275,60710.0,8713.0,0.0,0.0,0.0,8758.0,0.0
23,172480,1,7fde997da7e7a95280460889004bd2f23050bd8953de7ea648bd3fd9fc977fde,3,12.0,8251.0,4,8601.0,306,60710.0,13523.0,0.0,0.0,0.0,13148.0,0.0
24,172480,1,7fde997da7e7a95280460889004bd2f23050bd8953de7ea648bd3fd9fc977fde,3,12.0,8251.0,4,13154.0,334,60710.0,10030.0,0.0,0.0,0.0,9717.0,0.0
25,172480,1,7fde997da7e7a95280460889004bd2f23050bd8953de7ea648bd3fd9fc977fde,3,12.0,8251.0,4,9714.0,365,60710.0,17014.0,0.0,0.0,0.0,14452.0,0.0
26,174298,1,bf19e3fe441d8dfa31794de3b4c318770ca7da5b4f59730ccbf90c5092da8349,1,19.0,186714.0,7,76645.0,0,130031.0,74982.0,0.0,0.0,0.0,74982.0,0.0
27,174298,1,bf19e3fe441d8dfa31794de3b4c318770ca7da5b4f59730ccbf90c5092da8349,1,19.0,186714.0,7,15004.0,30,130031.0,96936.0,0.0,0.0,0.0,34376.0,0.0
28,174298,1,bf19e3fe441d8dfa31794de3b4c318770ca7da5b4f59730ccbf90c5092da8349,1,19.0,186714.0,7,70017.0,61,130031.0,108249.0,0.0,0.0,0.0,10912.0,0.0
29,174298,1,bf19e3fe441d8dfa31794de3b4c318770ca7da5b4f59730ccbf90c5092da8349,1,19.0,186714.0,7,37009.0,91,130031.0,95703.0,0.0,0.0,0.0,94461.0,0.0
30,174298,1,bf19e3fe441d8dfa31794de3b4c318770ca7da5b4f59730ccbf90c5092da8349,1,19.0,186714.0,7,35008.0,122,130031.0,109892.0,0.0,0.0,0.0,45108.0,0.0
31,174298,1,bf19e3fe441d8dfa31794de3b4c318770ca7da5b4f59730ccbf90c5092da8349,1,19.0,186714.0,7,72017.0,153,130031.0,118587.0,0.0,0.0,0.0,81395.0,0.0
32,174298,1,bf19e3fe441d8dfa31794de3b4c318770ca7da5b4f59730ccbf90c5092da8349,1,19.0,186714.0,7,55013.0,183,130031.0,96563.0,0.0,0.0,0.0,63796.0,0.0
33,174298,1,bf19e3fe441d8dfa31794de3b4c318770ca7da5b4f59730ccbf90c5092da8349,1,19.0,186714.0,7,110026.0,214,130031.0,57671.0,0.0,0.0,0.0,42911.0,0.0
34,174298,1,bf19e3fe441d8dfa31794de3b4c318770ca7da5b4f59730ccbf90c5092da8349,1,19.0,186714.0,7,57671.0,244,130031.0,117556.0,0.0,0.0,0.0,103903.0,0.0
35,174298,1,bf19e3fe441d8dfa31794de3b4c318770ca7da5b4f59730ccbf90c5092da8349,1,19.0,186714.0,7,90021.0,275,130031.0,83057.0,0.0,0.0,0.0,50959.0,0.0
36,174298,1,bf19e3fe441d8dfa31794de3b4c318770ca7da5b4f59730ccbf90c5092da8349,1,19.0,186714.0,7,65401.0,306,130031.0,96317.0,0.0,0.0,0.0,84667.0,0.0
37,174298,1,bf19e3fe441d8dfa31794de3b4c318770ca7da5b4f59730ccbf90c5092da8349,1,19.0,186714.0,7,63285.0,334,130031.0,78448.0,0.0,0.0,0.0,56572.0,0.0
38,174298,1,bf19e3fe441d8dfa31794de3b4c318770ca7da5b4f59730ccbf90c5092da8349,1,19.0,186714.0,7,78446.0,365,130031.0,61582.0,0.0,0.0,0.0,51579.0,0.0
39,177960,1,26eeff4dcdbf9ddb3e2628f8710a1e87b1ea53d37e0331c96d2b0c8536cbf132,1,9.0,238193.0,2,31162.0,0,103320.0,96070.0,0.0,0.0,0.0,95047.0,0.0
40,177960,1,26eeff4dcdbf9ddb3e2628f8710a1e87b1ea53d37e0331c96d2b0c8536cbf132,1,9.0,238193.0,2,95199.0,30,309961.0,183193.0,0.0,0.0,0.0,6333.0,0.0
41,177960,1,26eeff4dcdbf9ddb3e2628f8710a1e87b1ea53d37e0331c96d2b0c8536cbf132,1,9.0,238193.0,2,6349.0,61,309961.0,291090.0,0.0,0.0,14646.0,129930.0,0.0
42,177960,1,26eeff4dcdbf9ddb3e2628f8710a1e87b1ea53d37e0331c96d2b0c8536cbf132,1,9.0,238193.0,2,180174.0,91,309961.0,323445.0,0.0,0.0,21172.0,150550.0,0.0
43,177960,1,26eeff4dcdbf9ddb3e2628f8710a1e87b1ea53d37e0331c96d2b0c8536cbf132,1,9.0,238193.0,2,150569.0,122,309961.0,229276.0,0.0,0.0,17048.0,78593.0,0.0
44,177960,1,26eeff4dcdbf9ddb3e2628f8710a1e87b1ea53d37e0331c96d2b0c8536cbf132,1,9.0,238193.0,2,78634.0,153,309961.0,227553.0,0.0,0.0,19108.0,95922.0,0.0
45,177960,1,26eeff4dcdbf9ddb3e2628f8710a1e87b1ea53d37e0331c96d2b0c8536cbf132,1,9.0,238193.0,2,32389.0,183,309961.0,156455.0,0.0,0.0,19108.0,44959.0,0.0
46,177960,1,26eeff4dcdbf9ddb3e2628f8710a1e87b1ea53d37e0331c96d2b0c8536cbf132,1,9.0,238193.0,2,45019.0,214,309961.0,153935.0,0.0,0.0,19108.0,61422.0,0.0
47,177960,1,26eeff4dcdbf9ddb3e2628f8710a1e87b1ea53d37e0331c96d2b0c8536cbf132,1,9.0,238193.0,2,61491.0,244,309961.0,97464.0,0.0,0.0,19108.0,24110.0,0.0
48,177960,1,26eeff4dcdbf9ddb3e2628f8710a1e87b1ea53d37e0331c96d2b0c8536cbf132,1,9.0,238193.0,2,24156.0,275,309961.0,84025.0,0.0,0.0,14644.0,23569.0,0.0
49,177960,1,26eeff4dcdbf9ddb3e2628f8710a1e87b1ea53d37e0331c96d2b0c8536cbf132,1,9.0,238193.0,2,23605.0,306,309961.0,236021.0,0.0,0.0,14644.0,191678.0,0.0
50,177960,1,26eeff4dcdbf9ddb3e2628f8710a1e87b1ea53d37e0331c96d2b0c8536cbf132,1,9.0,238193.0,2,191708.0,334,309961.0,164185.0,0.0,0.0,14644.0,134695.0,0.0
51,177960,1,26eeff4dcdbf9ddb3e2628f8710a1e87b1ea53d37e0331c96d2b0c8536cbf132,1,9.0,238193.0,2,134751.0,365,309961.0,39876.0,0.0,0.0,14644.0,25185.0,0.0
52,177788,1,6400e6bb0fea2dc8410931f6eaf99e9513e4c025f9c9c23aef68c7c74b36464c,1,15.0,1744729.0,5,13880.0,0,417806.0,6889.0,0.0,0.0,0.0,6889.0,0.0
53,177788,1,6400e6bb0fea2dc8410931f6eaf99e9513e4c025f9c9c23aef68c7c74b36464c,1,15.0,1744729.0,5,6889.0,30,417806.0,23979.0,0.0,0.0,0.0,23516.0,0.0
54,177788,1,6400e6bb0fea2dc8410931f6eaf99e9513e4c025f9c9c23aef68c7c74b36464c,1,15.0,1744729.0,5,23516.0,61,417806.0,20316.0,0.0,0.0,0.0,14710.0,0.0
55,177788,1,6400e6bb0fea2dc8410931f6eaf99e9513e4c025f9c9c23aef68c7c74b36464c,1,15.0,1744729.0,5,14710.0,91,417806.0,328421.0,0.0,0.0,6316.0,179382.0,0.0
56,177788,1,6400e6bb0fea2dc8410931f6eaf99e9513e4c025f9c9c23aef68c7c74b36464c,1,15.0,1744729.0,5,179382.0,122,417806.0,66399.0,0.0,0.0,6315.0,22592.0,0.0
57,177788,1,6400e6bb0fea2dc8410931f6eaf99e9513e4c025f9c9c23aef68c7c74b36464c,1,15.0,1744729.0,5,22592.0,153,417806.0,118054.0,0.0,0.0,6315.0,82333.0,0.0
58,177788,1,6400e6bb0fea2dc8410931f6eaf99e9513e4c025f9c9c23aef68c7c74b36464c,1,15.0,1744729.0,5,82336.0,183,417806.0,63629.0,0.0,0.0,6315.0,25723.0,0.0
59,177788,1,6400e6bb0fea2dc8410931f6eaf99e9513e4c025f9c9c23aef68c7c74b36464c,1,15.0,1744729.0,5,25723.0,214,417806.0,64666.0,0.0,0.0,6315.0,44035.0,0.0
60,177788,1,6400e6bb0fea2dc8410931f6eaf99e9513e4c025f9c9c23aef68c7c74b36464c,1,15.0,1744729.0,5,44045.0,244,417806.0,32143.0,0.0,0.0,6315.0,16773.0,0.0
61,177788,1,6400e6bb0fea2dc8410931f6eaf99e9513e4c025f9c9c23aef68c7c74b36464c,1,15.0,1744729.0,5,16783.0,275,417806.0,78488.0,0.0,0.0,6315.0,67975.0,0.0
62,177788,1,6400e6bb0fea2dc8410931f6eaf99e9513e4c025f9c9c23aef68c7c74b36464c,1,15.0,1744729.0,5,67985.0,306,417806.0,33972.0,0.0,0.0,6315.0,33429.0,0.0
63,177788,1,6400e6bb0fea2dc8410931f6eaf99e9513e4c025f9c9c23aef68c7c74b36464c,1,15.0,1744729.0,5,33450.0,334,417806.0,76149.0,0.0,0.0,0.0,75502.0,0.0
64,177788,1,6400e6bb0fea2dc8410931f6eaf99e9513e4c025f9c9c23aef68c7c74b36464c,1,15.0,1744729.0,5,75502.0,365,417806.0,64572.0,0.0,0.0,0.0,39921.0,0.0
65,179086,1,46eb67c442f694abfcef7f36fe5a30e7d98addbe6e8d3e6a67723a4140822381,1,19.0,5476.0,3,58354.0,0,308582.0,303649.0,0.0,0.0,0.0,3115.0,0.0
66,179086,1,46eb67c442f694abfcef7f36fe5a30e7d98addbe6e8d3e6a67723a4140822381,1,19.0,5476.0,3,3142.0,30,308582.0,303208.0,0.0,0.0,0.0,298714.0,0.0
67,179086,1,46eb67c442f694abfcef7f36fe5a30e7d98addbe6e8d3e6a67723a4140822381,1,19.0,5476.0,3,303208.0,61,308582.0,303611.0,0.0,0.0,0.0,299083.0,0.0
68,179086,1,46eb67c442f694abfcef7f36fe5a30e7d98addbe6e8d3e6a67723a4140822381,1,19.0,5476.0,3,303611.0,91,308582.0,290748.0,0.0,0.0,0.0,286258.0,0.0
69,179086,1,46eb67c442f694abfcef7f36fe5a30e7d98addbe6e8d3e6a67723a4140822381,1,19.0,5476.0,3,290748.0,122,308582.0,305483.0,0.0,0.0,0.0,300927.0,0.0
70,179086,1,46eb67c442f694abfcef7f36fe5a30e7d98addbe6e8d3e6a67723a4140822381,1,19.0,5476.0,3,305483.0,153,308582.0,298958.0,0.0,0.0,0.0,294118.0,0.0
71,179086,1,46eb67c442f694abfcef7f36fe5a30e7d98addbe6e8d3e6a67723a4140822381,1,19.0,5476.0,3,298613.0,183,308582.0,-2328.0,0.0,0.0,0.0,-2328.0,0.0
72,179086,1,46eb67c442f694abfcef7f36fe5a30e7d98addbe6e8d3e6a67723a4140822381,1,19.0,5476.0,3,0.0,214,308582.0,45618.0,0.0,0.0,0.0,47258.0,0.0
73,179086,1,46eb67c442f694abfcef7f36fe5a30e7d98addbe6e8d3e6a67723a4140822381,1,19.0,5476.0,3,22260.0,244,308582.0,24192.0,0.0,0.0,0.0,-37950.0,0.0
74,179086,1,46eb67c442f694abfcef7f36fe5a30e7d98addbe6e8d3e6a67723a4140822381,1,19.0,5476.0,3,0.0,275,308582.0,19296.0,0.0,0.0,0.0,32581.0,0.0
75,179086,1,46eb67c442f694abfcef7f36fe5a30e7d98addbe6e8d3e6a67723a4140822381,1,19.0,5476.0,3,17837.0,306,308582.0,21439.0,0.0,0.0,0.0,19996.0,0.0
76,179086,1,46eb67c442f694abfcef7f36fe5a30e7d98addbe6e8d3e6a67723a4140822381,1,19.0,5476.0,3,19996.0,334,308582.0,9257.0,0.0,0.0,0.0,9257.0,0.0
77,179086,1,46eb67c442f694abfcef7f36fe5a30e7d98addbe6e8d3e6a67723a4140822381,1,19.0,5476.0,3,9257.0,365,308582.0,9146.0,0.0,0.0,1224.0,3047.0,0.0
78,181241,1,fbc356085009ea946023d5fa8e4d8c6051716945501e79e489f0f7a9a7d24bf9,1,13.0,894325.0,4,7420.0,0,146538.0,97884.0,0.0,0.0,12126.0,37265.0,0.0
79,181241,1,fbc356085009ea946023d5fa8e4d8c6051716945501e79e489f0f7a9a7d24bf9,1,13.0,894325.0,4,37265.0,30,146538.0,76499.0,0.0,0.0,12124.0,27925.0,0.0
80,181241,1,fbc356085009ea946023d5fa8e4d8c6051716945501e79e489f0f7a9a7d24bf9,1,13.0,894325.0,4,27925.0,61,146538.0,92362.0,0.0,0.0,12611.0,53567.0,0.0
81,181241,1,fbc356085009ea946023d5fa8e4d8c6051716945501e79e489f0f7a9a7d24bf9,1,13.0,894325.0,4,53567.0,91,146538.0,46371.0,0.0,0.0,12609.0,20185.0,0.0
82,181241,1,fbc356085009ea946023d5fa8e4d8c6051716945501e79e489f0f7a9a7d24bf9,1,13.0,894325.0,4,20185.0,122,146538.0,48671.0,0.0,0.0,12609.0,35093.0,0.0
83,181241,1,fbc356085009ea946023d5fa8e4d8c6051716945501e79e489f0f7a9a7d24bf9,1,13.0,894325.0,4,35093.0,153,146538.0,26812.0,0.0,0.0,12609.0,25843.0,0.0
84,181241,1,fbc356085009ea946023d5fa8e4d8c6051716945501e79e489f0f7a9a7d24bf9,1,13.0,894325.0,4,25843.0,183,146538.0,38464.0,0.0,0.0,485.0,33557.0,0.0
85,181241,1,fbc356085009ea946023d5fa8e4d8c6051716945501e79e489f0f7a9a7d24bf9,1,13.0,894325.0,4,33632.0,214,146538.0,21172.0,0.0,0.0,485.0,20491.0,0.0
86,181241,1,fbc356085009ea946023d5fa8e4d8c6051716945501e79e489f0f7a9a7d24bf9,1,13.0,894325.0,4,21172.0,244,146538.0,24145.0,0.0,0.0,0.0,24145.0,0.0
87,181241,1,fbc356085009ea946023d5fa8e4d8c6051716945501e79e489f0f7a9a7d24bf9,1,13.0,894325.0,4,24145.0,275,146538.0,17124.0,0.0,0.0,0.0,16496.0,0.0
88,181241,1,fbc356085009ea946023d5fa8e4d8c6051716945501e79e489f0f7a9a7d24bf9,1,13.0,894325.0,4,16496.0,306,146538.0,31139.0,0.0,0.0,2715.0,25711.0,0.0
89,181241,1,fbc356085009ea946023d5fa8e4d8c6051716945501e79e489f0f7a9a7d24bf9,1,13.0,894325.0,4,25711.0,334,146538.0,13485.0,0.0,0.0,2714.0,10771.0,0.0
90,181241,1,fbc356085009ea946023d5fa8e4d8c6051716945501e79e489f0f7a9a7d24bf9,1,13.0,894325.0,4,10771.0,365,146538.0,27032.0,0.0,0.0,2714.0,26535.0,0.0
91,181742,1,dc1593c6a77feaa5bc62b4c4a4b9ffd0577ab46ed35dd2136db19834f8630184,1,12.0,741614.0,4,44965.0,0,308769.0,31547.0,0.0,0.0,0.0,28171.0,0.0
92,181742,1,dc1593c6a77feaa5bc62b4c4a4b9ffd0577ab46ed35dd2136db19834f8630184,1,12.0,741614.0,4,28171.0,30,308769.0,14886.0,0.0,0.0,0.0,10323.0,0.0
93,181742,1,dc1593c6a77feaa5bc62b4c4a4b9ffd0577ab46ed35dd2136db19834f8630184,1,12.0,741614.0,4,10323.0,61,308769.0,14934.0,0.0,0.0,0.0,11558.0,0.0
94,181742,1,dc1593c6a77feaa5bc62b4c4a4b9ffd0577ab46ed35dd2136db19834f8630184,1,12.0,741614.0,4,11558.0,91,308769.0,57365.0,0.0,0.0,0.0,53989.0,0.0
95,181742,1,dc1593c6a77feaa5bc62b4c4a4b9ffd0577ab46ed35dd2136db19834f8630184,1,12.0,741614.0,4,53989.0,122,308769.0,44979.0,0.0,0.0,0.0,41604.0,0.0
96,181742,1,dc1593c6a77feaa5bc62b4c4a4b9ffd0577ab46ed35dd2136db19834f8630184,1,12.0,741614.0,4,41604.0,153,308769.0,20465.0,0.0,0.0,0.0,17089.0,0.0
97,181742,1,dc1593c6a77feaa5bc62b4c4a4b9ffd0577ab46ed35dd2136db19834f8630184,1,12.0,741614.0,4,17089.0,183,308769.0,174925.0,0.0,0.0,0.0,170170.0,0.0
98,181742,1,dc1593c6a77feaa5bc62b4c4a4b9ffd0577ab46ed35dd2136db19834f8630184,1,12.0,741614.0,4,170170.0,214,308769.0,33239.0,0.0,0.0,0.0,29863.0,0.0
99,181742,1,dc1593c6a77feaa5bc62b4c4a4b9ffd0577ab46ed35dd2136db19834f8630184,1,12.0,741614.0,4,29863.0,244,308769.0,90633.0,0.0,0.0,0.0,85847.0,0.0
100,181742,1,dc1593c6a77feaa5bc62b4c4a4b9ffd0577ab46ed35dd2136db19834f8630184,1,12.0,741614.0,4,85847.0,275,308769.0,16663.0,0.0,0.0,0.0,11883.0,0.0
101,181742,1,dc1593c6a77feaa5bc62b4c4a4b9ffd0577ab46ed35dd2136db19834f8630184,1,12.0,741614.0,4,11883.0,306,308769.0,33825.0,0.0,0.0,0.0,27751.0,0.0
102,181742,1,dc1593c6a77feaa5bc62b4c4a4b9ffd0577ab46ed35dd2136db19834f8630184,1,12.0,741614.0,4,27751.0,334,308769.0,30031.0,0.0,0.0,0.0,22665.0,0.0
103,181742,1,dc1593c6a77feaa5bc62b4c4a4b9ffd0577ab46ed35dd2136db19834f8630184,1,12.0,741614.0,4,22665.0,365,308769.0,51336.0,0.0,0.0,0.0,45284.0,0.0
104,182686,1,c550e92641bad9c3f314f489be543aa9066c7c09adbff9ea781a65801370c3f6,1,9.0,3626612.0,4,0.0,0,50406.0,0.0,0.0,0.0,0.0,0.0,0.0
105,182686,1,c550e92641bad9c3f314f489be543aa9066c7c09adbff9ea781a65801370c3f6,1,9.0,3626612.0,4,0.0,30,50406.0,0.0,0.0,0.0,0.0,0.0,0.0
106,182686,1,c550e92641bad9c3f314f489be543aa9066c7c09adbff9ea781a65801370c3f6,1,9.0,3626612.0,4,0.0,61,50406.0,0.0,0.0,0.0,0.0,0.0,0.0
107,182686,1,c550e92641bad9c3f314f489be543aa9066c7c09adbff9ea781a65801370c3f6,1,9.0,3626612.0,4,0.0,91,50406.0,0.0,0.0,0.0,0.0,0.0,0.0
108,182686,1,c550e92641bad9c3f314f489be543aa9066c7c09adbff9ea781a65801370c3f6,1,9.0,3626612.0,4,0.0,122,50406.0,0.0,0.0,0.0,0.0,0.0,0.0
109,182686,1,c550e92641bad9c3f314f489be543aa9066c7c09adbff9ea781a65801370c3f6,1,9.0,3626612.0,4,0.0,153,50406.0,0.0,0.0,0.0,0.0,0.0,0.0
110,182686,1,c550e92641bad9c3f314f489be543aa9066c7c09adbff9ea781a65801370c3f6,1,9.0,3626612.0,4,0.0,183,50406.0,0.0,0.0,0.0,0.0,0.0,0.0
111,182686,1,c550e92641bad9c3f314f489be543aa9066c7c09adbff9ea781a65801370c3f6,1,9.0,3626612.0,4,0.0,214,50406.0,0.0,0.0,0.0,0.0,0.0,0.0
112,182686,1,c550e92641bad9c3f314f489be543aa9066c7c09adbff9ea781a65801370c3f6,1,9.0,3626612.0,4,0.0,244,50406.0,0.0,0.0,0.0,0.0,0.0,0.0
113,182686,1,c550e92641bad9c3f314f489be543aa9066c7c09adbff9ea781a65801370c3f6,1,9.0,3626612.0,4,0.0,275,50406.0,0.0,0.0,0.0,0.0,0.0,0.0
114,182686,1,c550e92641bad9c3f314f489be543aa9066c7c09adbff9ea781a65801370c3f6,1,9.0,3626612.0,4,0.0,306,50406.0,0.0,0.0,0.0,0.0,0.0,0.0
115,182686,1,c550e92641bad9c3f314f489be543aa9066c7c09adbff9ea781a65801370c3f6,1,9.0,3626612.0,4,0.0,334,50406.0,0.0,0.0,0.0,0.0,0.0,0.0
116,182686,1,c550e92641bad9c3f314f489be543aa9066c7c09adbff9ea781a65801370c3f6,1,9.0,3626612.0,4,0.0,365,50406.0,0.0,0.0,0.0,0.0,0.0,0.0
117,184729,1,12c9e6d35500d2a96fc2b22a9da8e3deb6048de515a16e9187a67cdcf485350f,1,17.0,9909.0,2,0.0,61,120106.0,0.0,0.0,0.0,0.0,0.0,0.0
118,184729,1,12c9e6d35500d2a96fc2b22a9da8e3deb6048de515a16e9187a67cdcf485350f,1,17.0,9909.0,2,0.0,91,120106.0,390.0,0.0,0.0,0.0,390.0,0.0
119,184729,1,12c9e6d35500d2a96fc2b22a9da8e3deb6048de515a16e9187a67cdcf485350f,1,17.0,9909.0,2,390.0,122,120106.0,0.0,0.0,0.0,0.0,0.0,0.0
120,184729,1,12c9e6d35500d2a96fc2b22a9da8e3deb6048de515a16e9187a67cdcf485350f,1,17.0,9909.0,2,0.0,153,120106.0,0.0,0.0,0.0,0.0,0.0,0.0
121,184729,1,12c9e6d35500d2a96fc2b22a9da8e3deb6048de515a16e9187a67cdcf485350f,1,17.0,9909.0,2,0.0,183,120106.0,0.0,0.0,0.0,0.0,0.0,0.0
122,184729,1,12c9e6d35500d2a96fc2b22a9da8e3deb6048de515a16e9187a67cdcf485350f,1,17.0,9909.0,2,0.0,214,120106.0,0.0,0.0,0.0,0.0,0.0,0.0
123,184729,1,12c9e6d35500d2a96fc2b22a9da8e3deb6048de515a16e9187a67cdcf485350f,1,17.0,9909.0,2,0.0,244,120106.0,0.0,0.0,0.0,0.0,0.0,0.0
124,184729,1,12c9e6d35500d2a96fc2b22a9da8e3deb6048de515a16e9187a67cdcf485350f,1,17.0,9909.0,2,0.0,275,120106.0,0.0,0.0,0.0,0.0,0.0,0.0
125,184729,1,12c9e6d35500d2a96fc2b22a9da8e3deb6048de515a16e9187a67cdcf485350f,1,17.0,9909.0,2,0.0,306,120106.0,0.0,0.0,0.0,0.0,0.0,0.0
126,184729,1,12c9e6d35500d2a96fc2b22a9da8e3deb6048de515a16e9187a67cdcf485350f,1,17.0,9909.0,2,0.0,334,120106.0,0.0,0.0,0.0,0.0,0.0,0.0
127,184729,1,12c9e6d35500d2a96fc2b22a9da8e3deb6048de515a16e9187a67cdcf485350f,1,17.0,9909.0,2,0.0,365,120106.0,0.0,0.0,0.0,0.0,0.0,0.0
128,184581,1,5d5d80933d2c1ab9bea463b60d46415fa60b6c52f4899d38e516b0807cab9c88,1,19.0,0.0,5,0.0,0,100263.0,0.0,0.0,0.0,0.0,0.0,0.0
129,184581,1,5d5d80933d2c1ab9bea463b60d46415fa60b6c52f4899d38e516b0807cab9c88,1,19.0,0.0,5,0.0,30,100263.0,0.0,0.0,0.0,0.0,0.0,0.0
130,184581,1,5d5d80933d2c1ab9bea463b60d46415fa60b6c52f4899d38e516b0807cab9c88,1,19.0,0.0,5,0.0,61,100263.0,0.0,0.0,0.0,0.0,0.0,0.0
131,184581,1,5d5d80933d2c1ab9bea463b60d46415fa60b6c52f4899d38e516b0807cab9c88,1,19.0,0.0,5,0.0,91,100263.0,0.0,0.0,0.0,0.0,0.0,0.0
132,184581,1,5d5d80933d2c1ab9bea463b60d46415fa60b6c52f4899d38e516b0807cab9c88,1,19.0,0.0,5,0.0,122,100263.0,0.0,0.0,0.0,0.0,0.0,0.0
133,184581,1,5d5d80933d2c1ab9bea463b60d46415fa60b6c52f4899d38e516b0807cab9c88,1,19.0,0.0,5,0.0,153,100263.0,0.0,0.0,0.0,0.0,0.0,0.0
134,184581,1,5d5d80933d2c1ab9bea463b60d46415fa60b6c52f4899d38e516b0807cab9c88,1,19.0,0.0,5,0.0,183,100263.0,0.0,0.0,0.0,0.0,0.0,0.0
135,184581,1,5d5d80933d2c1ab9bea463b60d46415fa60b6c52f4899d38e516b0807cab9c88,1,19.0,0.0,5,0.0,214,100263.0,0.0,0.0,0.0,0.0,0.0,0.0
