risk_rank,occupation_code,total_asset,AGE,cycam,trans_no,trade_amount_usd,date
3,12.0,125164.0,4,150206.0,0,249367.0,245
3,12.0,125164.0,4,150206.0,0,249694.0,246
3,12.0,125164.0,4,150206.0,0,249492.0,250
3,12.0,125164.0,4,150206.0,0,249636.0,251
3,12.0,125164.0,4,150206.0,0,249549.0,252
3,12.0,125164.0,4,150206.0,0,243335.0,253
3,12.0,125164.0,4,150206.0,0,234106.0,257
3,12.0,125164.0,4,150206.0,0,249147.0,258
3,12.0,125164.0,4,150206.0,0,250205.0,259
3,12.0,125164.0,4,150206.0,0,249551.0,260
3,12.0,125164.0,4,150206.0,0,250285.0,263
3,12.0,125164.0,4,150206.0,0,236177.0,265
3,12.0,125164.0,4,150206.0,0,135185.0,266
3,12.0,125164.0,4,150206.0,0,122950.0,270
3,12.0,125164.0,4,150206.0,0,83352.0,271
3,12.0,124756.0,4,150206.0,0,250115.0,277
3,12.0,124756.0,4,150206.0,0,193991.0,279
3,12.0,124756.0,4,150206.0,0,187096.0,280
3,12.0,124756.0,4,150206.0,0,187096.0,280
3,12.0,124756.0,4,150206.0,0,152881.0,272
3,12.0,124756.0,4,150206.0,0,200336.0,281
3,12.0,124756.0,4,150206.0,0,217153.0,284
3,12.0,124756.0,4,150206.0,0,232694.0,285
3,12.0,124756.0,4,150206.0,0,242847.0,286
3,12.0,124756.0,4,150206.0,0,244552.0,287
3,12.0,124756.0,4,150206.0,0,193419.0,278
3,12.0,124756.0,4,150206.0,0,238048.0,288
3,12.0,124756.0,4,150206.0,0,245652.0,273
3,12.0,124756.0,4,150206.0,0,150261.0,291
3,12.0,124756.0,4,150206.0,0,240621.0,293
3,12.0,124756.0,4,150206.0,0,250284.0,294
3,12.0,124756.0,4,150206.0,0,78210.0,295
3,12.0,124756.0,4,150206.0,0,215643.0,298
3,12.0,124756.0,4,150206.0,0,182127.0,299
3,12.0,124756.0,4,150206.0,0,219545.0,300
3,12.0,124756.0,4,150206.0,0,243219.0,301
3,12.0,124756.0,4,150206.0,0,233241.0,302
3,12.0,33669.0,4,150206.0,0,250306.0,313
3,12.0,33669.0,4,150206.0,0,231446.0,314
3,12.0,33669.0,4,150206.0,0,189529.0,315
3,12.0,33669.0,4,150206.0,0,248544.0,316
3,12.0,33669.0,4,150206.0,0,250057.0,319
3,12.0,33669.0,4,150206.0,0,235222.0,320
3,12.0,33669.0,4,150206.0,0,250332.0,321
3,12.0,33669.0,4,150206.0,0,223699.0,322
3,12.0,33669.0,4,150206.0,0,250300.0,323
3,12.0,33669.0,4,150206.0,0,172966.0,327
3,12.0,33669.0,4,150206.0,0,192975.0,328
3,12.0,33669.0,4,150206.0,0,232549.0,329
3,12.0,33669.0,4,150206.0,0,250300.0,312
3,12.0,33669.0,4,150206.0,0,236605.0,330
3,12.0,1047.0,4,150206.0,0,244492.0,336
3,12.0,1047.0,4,150206.0,0,216159.0,337
3,12.0,1047.0,4,150206.0,0,209021.0,343
3,12.0,1047.0,4,150206.0,0,227198.0,340
3,12.0,1047.0,4,150206.0,0,215985.0,344
3,12.0,1047.0,4,150206.0,0,243634.0,347
3,12.0,1047.0,4,150206.0,0,242366.0,348
3,12.0,1047.0,4,150206.0,0,69726.0,349
3,12.0,1047.0,4,150206.0,0,175532.0,350
3,12.0,1047.0,4,150206.0,0,228859.0,334
3,12.0,1047.0,4,150206.0,0,147250.0,351
3,12.0,1047.0,4,150206.0,0,185163.0,354
3,12.0,1047.0,4,150206.0,0,237108.0,356
3,12.0,1047.0,4,150206.0,0,193572.0,358
3,12.0,1047.0,4,150206.0,0,250049.0,363
3,12.0,2422.0,4,150206.0,0,250286.0,364
1,17.0,2853.0,4,77061.0,0,13342.0,179
1,17.0,2853.0,4,77061.0,0,17390.0,180
1,17.0,2853.0,4,77061.0,0,15280.0,181
1,17.0,7556.0,4,77061.0,0,73207.0,229
1,17.0,7556.0,4,77061.0,0,73840.0,230
1,17.0,7556.0,4,77061.0,0,73233.0,231
1,17.0,7556.0,4,77061.0,0,73840.0,232
1,17.0,7556.0,4,77061.0,0,73946.0,235
1,17.0,7556.0,4,77061.0,0,72046.0,237
1,17.0,7556.0,4,77061.0,0,73920.0,238
1,17.0,7556.0,4,77061.0,0,73840.0,242
1,17.0,933640.0,4,77061.0,0,74026.0,244
1,17.0,933640.0,4,77061.0,0,74053.0,245
1,17.0,933640.0,4,77061.0,0,74053.0,246
1,17.0,933640.0,4,77061.0,0,73946.0,250
1,17.0,933640.0,4,77061.0,0,74053.0,251
1,17.0,933640.0,4,77061.0,0,96408.0,252
1,17.0,933640.0,4,77061.0,0,74133.0,253
1,17.0,933640.0,4,77061.0,0,110760.0,257
1,17.0,933640.0,4,77061.0,0,110840.0,258
1,17.0,933640.0,4,77061.0,0,110800.0,259
1,17.0,933640.0,4,77061.0,0,110960.0,260
1,17.0,933640.0,4,77061.0,0,73774.0,263
1,17.0,933640.0,4,77061.0,0,110780.0,265
1,17.0,933640.0,4,77061.0,0,73933.0,266
1,17.0,933640.0,4,77061.0,0,111180.0,270
1,17.0,933640.0,4,77061.0,0,111340.0,271
1,17.0,27639.0,4,77061.0,0,110798.0,277
1,17.0,27639.0,4,77061.0,0,111622.0,279
1,17.0,27639.0,4,77061.0,0,111421.0,280
1,17.0,27639.0,4,77061.0,0,111421.0,280
1,17.0,27639.0,4,77061.0,0,110678.0,272
1,17.0,27639.0,4,77061.0,0,111260.0,281
1,17.0,27639.0,4,77061.0,0,111401.0,284
1,17.0,27639.0,4,77061.0,0,111320.0,285
1,17.0,27639.0,4,77061.0,0,111401.0,286
1,17.0,27639.0,4,77061.0,0,111481.0,287
1,17.0,27639.0,4,77061.0,0,110999.0,278
1,17.0,27639.0,4,77061.0,0,111602.0,288
1,17.0,27639.0,4,77061.0,0,74227.0,273
1,17.0,27639.0,4,77061.0,0,111724.0,291
1,17.0,27639.0,4,77061.0,0,74321.0,293
1,17.0,27639.0,4,77061.0,0,111522.0,294
1,17.0,27639.0,4,77061.0,0,37107.0,298
1,17.0,27639.0,4,77061.0,0,110968.0,299
1,17.0,27639.0,4,77061.0,0,73312.0,300
1,17.0,27639.0,4,77061.0,0,110840.0,301
1,17.0,27639.0,4,77061.0,0,55380.0,302
1,17.0,9131.0,4,77061.0,0,147574.0,313
1,17.0,9131.0,4,77061.0,0,143962.0,314
1,17.0,9131.0,4,77061.0,0,146915.0,315
1,17.0,9131.0,4,77061.0,0,147495.0,316
1,17.0,9131.0,4,77061.0,0,147389.0,319
1,17.0,9131.0,4,77061.0,0,146930.0,320
1,17.0,9131.0,4,77061.0,0,147283.0,321
1,17.0,9131.0,4,77061.0,0,110542.0,322
1,17.0,9131.0,4,77061.0,0,147336.0,323
1,17.0,9131.0,4,77061.0,0,147601.0,327
1,17.0,9131.0,4,77061.0,0,110502.0,328
1,17.0,9131.0,4,77061.0,0,73326.0,329
1,17.0,9131.0,4,77061.0,0,147548.0,312
1,17.0,9131.0,4,77061.0,0,146548.0,330
1,17.0,151877.0,4,77061.0,0,73170.0,335
1,17.0,151877.0,4,77061.0,0,145903.0,336
1,17.0,151877.0,4,77061.0,0,146079.0,337
1,17.0,151877.0,4,77061.0,0,72371.0,341
1,17.0,151877.0,4,77061.0,0,72371.0,343
1,17.0,151877.0,4,77061.0,0,145407.0,340
1,17.0,151877.0,4,77061.0,0,72345.0,344
1,17.0,151877.0,4,77061.0,0,108062.0,347
1,17.0,151877.0,4,77061.0,0,125587.0,348
1,17.0,151877.0,4,77061.0,0,126382.0,350
1,17.0,151877.0,4,77061.0,0,73222.0,334
1,17.0,151877.0,4,77061.0,0,126658.0,351
1,17.0,151877.0,4,77061.0,0,126249.0,354
1,17.0,151877.0,4,77061.0,0,35582.0,357
1,17.0,151877.0,4,77061.0,0,89740.0,358
1,17.0,151877.0,4,77061.0,0,89207.0,362
1,17.0,151877.0,4,77061.0,0,125867.0,363
1,17.0,173255.0,4,77061.0,0,123298.0,364
1,12.0,29773.0,3,0.0,0,254687.0,281
1,12.0,29773.0,3,0.0,0,254686.0,284
1,12.0,29773.0,3,0.0,0,254686.0,286
3,12.0,29773.0,3,0.0,0,148422.0,292
3,12.0,444577.0,3,0.0,0,254679.0,319
3,12.0,444577.0,3,0.0,0,201421.0,327
3,12.0,592859.0,3,0.0,0,254678.0,343
3,12.0,592859.0,3,0.0,0,245953.0,340
3,12.0,592859.0,3,0.0,0,161515.0,347
3,12.0,592859.0,3,0.0,0,246757.0,350
1,19.0,15116.0,3,0.0,0,52995.0,14
1,19.0,15116.0,3,0.0,0,47140.0,15
1,19.0,15116.0,3,0.0,0,74570.0,18
1,19.0,15116.0,3,0.0,0,47768.0,20
1,19.0,15116.0,3,0.0,0,16160.0,22
3,19.0,1006233.0,3,0.0,1,77262.0,123
3,19.0,1006233.0,3,0.0,1,77591.0,124
3,19.0,1006233.0,3,0.0,1,103455.0,125
3,19.0,1006233.0,3,0.0,1,31037.0,126
3,19.0,1006233.0,3,0.0,1,98283.0,127
3,19.0,1006233.0,3,0.0,1,36209.0,130
3,19.0,1006233.0,3,0.0,1,72419.0,131
3,19.0,1006233.0,3,0.0,1,72419.0,132
3,19.0,1006233.0,3,0.0,1,88305.0,133
3,19.0,1006233.0,3,0.0,1,72419.0,134
3,19.0,1006233.0,3,0.0,1,31037.0,134
3,19.0,1006233.0,3,0.0,1,82764.0,137
3,19.0,1006233.0,3,0.0,1,93110.0,138
3,19.0,1006233.0,3,0.0,1,103455.0,139
3,19.0,1006233.0,3,0.0,1,72419.0,141
3,19.0,1006233.0,3,0.0,1,72419.0,145
3,19.0,1006233.0,3,0.0,1,103455.0,146
3,19.0,1006233.0,3,0.0,1,93110.0,147
3,19.0,1006233.0,3,0.0,1,79825.0,148
3,19.0,1006233.0,3,0.0,1,72419.0,151
3,19.0,1098128.0,3,0.0,1,134492.0,152
3,19.0,1098128.0,3,0.0,1,98283.0,153
3,19.0,1098128.0,3,0.0,1,90006.0,154
3,19.0,1098128.0,3,0.0,1,103456.0,155
3,19.0,1098128.0,3,0.0,1,108628.0,158
3,19.0,1098128.0,3,0.0,1,165528.0,160
3,19.0,1098128.0,3,0.0,1,87937.0,161
3,19.0,1098128.0,3,0.0,1,155183.0,162
3,19.0,1098128.0,3,0.0,1,67246.0,165
3,19.0,1098128.0,3,0.0,1,129319.0,166
3,19.0,1098128.0,3,0.0,1,124146.0,167
3,19.0,1098128.0,3,0.0,1,103455.0,168
3,19.0,1098128.0,3,0.0,1,165528.0,169
3,19.0,1098128.0,3,0.0,1,134492.0,174
3,19.0,1098128.0,3,0.0,1,118974.0,175
3,19.0,1098128.0,3,0.0,1,108628.0,176
3,19.0,1098128.0,3,0.0,1,124146.0,179
3,19.0,1098128.0,3,0.0,1,72419.0,180
3,19.0,978904.0,3,0.0,1,93110.0,209
3,19.0,978904.0,3,0.0,1,115870.0,210
3,19.0,1639059.0,3,0.0,1,87937.0,216
3,19.0,1639059.0,3,0.0,1,62073.0,217
3,19.0,1639059.0,3,0.0,1,98283.0,221
3,19.0,1639059.0,3,0.0,1,54831.0,222
3,19.0,1639059.0,3,0.0,1,18622.0,225
3,19.0,567379.0,3,0.0,1,124146.0,364
2,17.0,61722.0,3,207836.0,0,6514.0,253
2,17.0,61722.0,3,207836.0,0,4877.0,260
2,17.0,61722.0,3,207836.0,0,6515.0,267
2,17.0,61722.0,3,207836.0,0,7166.0,271
2,17.0,68686.0,3,207836.0,0,6495.0,280
2,17.0,68686.0,3,207836.0,0,6522.0,287
2,17.0,56241.0,3,207836.0,0,6524.0,314
2,17.0,56241.0,3,207836.0,0,6531.0,316
2,17.0,56241.0,3,207836.0,0,6551.0,320
2,17.0,56241.0,3,207836.0,0,6567.0,323
2,17.0,56241.0,3,207836.0,0,6568.0,327
2,17.0,56241.0,3,207836.0,0,9867.0,328
2,17.0,56241.0,3,207836.0,0,9841.0,329
2,17.0,82960.0,3,207836.0,0,6563.0,335
2,17.0,82960.0,3,207836.0,0,9852.0,336
2,17.0,82960.0,3,207836.0,0,6567.0,326
2,17.0,82960.0,3,207836.0,0,10616.0,343
2,17.0,82960.0,3,207836.0,0,9847.0,340
2,17.0,82960.0,3,207836.0,0,9753.0,348
2,17.0,82960.0,3,207836.0,0,6575.0,334
2,17.0,82960.0,3,207836.0,0,9779.0,351
2,17.0,82960.0,3,207836.0,0,13026.0,355
2,17.0,82960.0,3,207836.0,0,9274.0,357
2,17.0,82960.0,3,207836.0,0,9753.0,361
2,17.0,82960.0,3,207836.0,0,8981.0,363
1,17.0,363020.0,3,81648.0,0,30161.0,284
1,17.0,363020.0,3,81648.0,0,30371.0,285
1,17.0,363020.0,3,81648.0,0,30559.0,286
1,17.0,363020.0,3,81648.0,0,42448.0,287
1,17.0,363020.0,3,81648.0,0,30866.0,288
1,17.0,363020.0,3,81648.0,0,62146.0,291
1,17.0,363020.0,3,81648.0,0,61273.0,293
1,17.0,363020.0,3,81648.0,0,61295.0,294
1,17.0,363020.0,3,81648.0,0,61140.0,295
1,17.0,363020.0,3,81648.0,0,81394.0,298
1,17.0,363020.0,3,81648.0,0,82472.0,299
1,17.0,363020.0,3,81648.0,0,48181.0,300
1,17.0,363020.0,3,81648.0,0,135786.0,301
1,17.0,363020.0,3,81648.0,0,34839.0,302
1,17.0,437306.0,3,81648.0,0,35333.0,313
1,17.0,437306.0,3,81648.0,0,35383.0,314
1,17.0,437306.0,3,81648.0,0,108710.0,316
1,17.0,437306.0,3,81648.0,0,35502.0,319
1,17.0,437306.0,3,81648.0,0,108625.0,320
1,17.0,437306.0,3,81648.0,0,73148.0,321
1,17.0,437306.0,3,81648.0,0,35502.0,322
1,17.0,437306.0,3,81648.0,0,71370.0,323
1,17.0,437306.0,3,81648.0,0,108807.0,327
1,17.0,437306.0,3,81648.0,0,80505.0,328
1,17.0,437306.0,3,81648.0,0,99202.0,329
1,17.0,437306.0,3,81648.0,0,119603.0,312
1,17.0,437306.0,3,81648.0,0,71327.0,330
1,17.0,938482.0,3,81648.0,0,106589.0,336
1,17.0,938482.0,3,81648.0,0,71099.0,337
1,17.0,938482.0,3,81648.0,0,35416.0,343
1,17.0,938482.0,3,81648.0,0,81933.0,340
1,17.0,938482.0,3,81648.0,0,35100.0,349
1,17.0,938482.0,3,81648.0,0,35298.0,350
1,17.0,938482.0,3,81648.0,0,45717.0,356
1,17.0,938482.0,3,81648.0,0,34868.0,363
1,18.0,52869.0,3,104538.0,0,55126.0,6
1,18.0,52869.0,3,104538.0,0,55146.0,7
1,18.0,52869.0,3,104538.0,0,55107.0,8
1,18.0,52869.0,3,104538.0,0,55068.0,11
1,18.0,52869.0,3,104538.0,0,55087.0,12
1,18.0,52869.0,3,104538.0,0,55087.0,13
1,18.0,52869.0,3,104538.0,0,55146.0,14
1,18.0,52869.0,3,104538.0,0,55262.0,15
1,18.0,52869.0,3,104538.0,0,55595.0,18
1,18.0,52869.0,3,104538.0,0,55753.0,19
1,18.0,52869.0,3,104538.0,0,55694.0,20
1,18.0,52869.0,3,104538.0,0,55734.0,21
1,18.0,52869.0,3,104538.0,0,55734.0,22
1,18.0,52869.0,3,104538.0,0,56012.0,25
1,18.0,52869.0,3,104538.0,0,56193.0,26
1,18.0,52869.0,3,104538.0,0,56213.0,27
1,18.0,52869.0,3,104538.0,0,56113.0,28
1,18.0,52272.0,3,104538.0,0,56012.0,32
1,18.0,52272.0,3,104538.0,0,56133.0,33
1,18.0,52272.0,3,104538.0,0,56072.0,34
1,18.0,52272.0,3,104538.0,0,56072.0,35
1,18.0,52272.0,3,104538.0,0,56113.0,36
1,18.0,52272.0,3,104538.0,0,56456.0,39
1,18.0,52272.0,3,104538.0,0,56355.0,40
1,18.0,52272.0,3,104538.0,0,56052.0,41
1,18.0,52272.0,3,104538.0,0,56012.0,42
1,18.0,52272.0,3,104538.0,0,56052.0,43
1,18.0,52272.0,3,104538.0,0,55873.0,46
1,18.0,52272.0,3,104538.0,0,56032.0,47
1,18.0,52272.0,3,104538.0,0,56213.0,48
1,18.0,52272.0,3,104538.0,0,56072.0,49
1,18.0,52272.0,3,104538.0,0,56133.0,50
1,18.0,52272.0,3,104538.0,0,56153.0,53
1,18.0,52272.0,3,104538.0,0,56274.0,54
1,18.0,52272.0,3,104538.0,0,56395.0,55
1,18.0,52272.0,3,104538.0,0,56415.0,56
1,18.0,52272.0,3,104538.0,0,56537.0,57
1,18.0,74519.0,3,104538.0,0,87130.0,61
1,18.0,102795.0,3,104538.0,0,56058.0,105
1,18.0,102795.0,3,104538.0,0,56119.0,106
1,18.0,102795.0,3,104538.0,0,55898.0,109
1,18.0,102795.0,3,104538.0,0,55799.0,110
1,18.0,102795.0,3,104538.0,0,55879.0,111
1,18.0,102795.0,3,104538.0,0,55958.0,112
1,18.0,102795.0,3,104538.0,0,55938.0,113
1,18.0,102795.0,3,104538.0,0,55938.0,118
1,18.0,102795.0,3,104538.0,0,56119.0,119
1,18.0,104538.0,3,104538.0,0,56280.0,125
1,18.0,104538.0,3,104538.0,0,56139.0,120
1,12.0,104538.0,3,104538.0,0,56691.0,286
1,12.0,104538.0,3,104538.0,0,56670.0,286
1,12.0,104538.0,3,104538.0,0,56691.0,287
1,12.0,104538.0,3,104538.0,0,56711.0,288
1,12.0,104538.0,3,104538.0,0,56773.0,293
1,12.0,104538.0,3,104538.0,0,56691.0,294
1,12.0,104538.0,3,104538.0,0,56588.0,295
1,12.0,104538.0,3,104538.0,0,75814.0,292
1,12.0,104538.0,3,104538.0,0,56588.0,298
1,12.0,104538.0,3,104538.0,0,56588.0,299
1,12.0,104538.0,3,104538.0,0,56527.0,300
1,12.0,104538.0,3,104538.0,0,57148.0,301
1,12.0,104538.0,3,104538.0,0,56365.0,302
1,12.0,188542.0,3,104538.0,0,56334.0,313
1,12.0,188542.0,3,104538.0,0,56294.0,314
1,12.0,188542.0,3,104538.0,0,56314.0,315
1,12.0,188542.0,3,104538.0,0,56294.0,316
1,12.0,188542.0,3,104538.0,0,56233.0,319
1,12.0,188542.0,3,104538.0,0,56233.0,320
1,12.0,188542.0,3,104538.0,0,56274.0,321
1,12.0,188542.0,3,104538.0,0,56213.0,322
1,12.0,188542.0,3,104538.0,0,56233.0,323
1,12.0,188542.0,3,104538.0,0,56260.0,327
1,12.0,188542.0,3,104538.0,0,56233.0,328
1,12.0,188542.0,3,104538.0,0,56012.0,329
1,12.0,188542.0,3,104538.0,0,56355.0,312
1,12.0,188542.0,3,104538.0,0,55873.0,330
1,12.0,160565.0,3,104538.0,0,55873.0,335
1,12.0,160565.0,3,104538.0,0,55793.0,337
1,12.0,160565.0,3,104538.0,0,55243.0,343
1,12.0,160565.0,3,104538.0,0,55477.0,340
1,12.0,160565.0,3,104538.0,0,55204.0,344
1,12.0,160565.0,3,104538.0,0,55068.0,347
1,12.0,160565.0,3,104538.0,0,55068.0,350
1,12.0,160565.0,3,104538.0,0,54972.0,350
1,12.0,160565.0,3,104538.0,0,55873.0,334
1,12.0,160565.0,3,104538.0,0,54722.0,363
1,12.0,160565.0,3,104538.0,0,54895.0,363
1,12.0,106656.0,3,104538.0,0,54837.0,364
1,9.0,732021.0,3,206759.0,0,24219.0,267
1,9.0,732021.0,3,206759.0,0,24246.0,270
1,9.0,732021.0,3,206759.0,0,24645.0,271
1,9.0,375134.0,3,206759.0,0,25027.0,277
1,9.0,375134.0,3,206759.0,0,27638.0,279
1,9.0,375134.0,3,206759.0,0,27615.0,280
1,9.0,375134.0,3,206759.0,0,24654.0,272
1,9.0,375134.0,3,206759.0,0,36941.0,281
1,9.0,375134.0,3,206759.0,0,36975.0,284
1,9.0,375134.0,3,206759.0,0,36961.0,285
1,9.0,375134.0,3,206759.0,0,36988.0,286
1,9.0,375134.0,3,206759.0,0,37015.0,287
1,9.0,375134.0,3,206759.0,0,25194.0,278
1,9.0,375134.0,3,206759.0,0,37055.0,288
1,9.0,375134.0,3,206759.0,0,24823.0,273
1,9.0,375134.0,3,206759.0,0,37095.0,291
1,9.0,424677.0,3,206759.0,0,36875.0,328
1,9.0,424677.0,3,206759.0,0,36849.0,330
1,9.0,387035.0,3,206759.0,0,36849.0,336
1,9.0,387035.0,3,206759.0,0,36744.0,337
1,9.0,387035.0,3,206759.0,0,36408.0,343
1,9.0,387035.0,3,206759.0,0,36549.0,340
1,9.0,387035.0,3,206759.0,0,35958.0,344
1,9.0,387035.0,3,206759.0,0,36242.0,347
1,9.0,387035.0,3,206759.0,0,36103.0,348
1,9.0,387035.0,3,206759.0,0,36836.0,334
1,9.0,387035.0,3,206759.0,0,36459.0,351
1,9.0,387035.0,3,206759.0,0,36204.0,355
1,9.0,387035.0,3,206759.0,0,36140.0,363
1,9.0,367478.0,3,206759.0,0,35861.0,364
3,15.0,168801.0,4,104768.0,0,16763.0,43
3,15.0,622820.0,4,104768.0,0,26192.0,118
3,15.0,622820.0,4,104768.0,0,26192.0,119
3,15.0,560252.0,4,104768.0,0,28287.0,123
3,15.0,560252.0,4,104768.0,0,29335.0,125
3,15.0,560252.0,4,104768.0,0,29335.0,127
3,15.0,560252.0,4,104768.0,0,31431.0,131
3,15.0,560252.0,4,104768.0,0,31431.0,133
3,15.0,560252.0,4,104768.0,0,31431.0,134
3,15.0,560252.0,4,104768.0,0,31431.0,138
3,15.0,560252.0,4,104768.0,0,31431.0,139
3,15.0,560252.0,4,104768.0,0,31431.0,141
3,15.0,560252.0,4,104768.0,0,31116.0,146
3,15.0,560252.0,4,104768.0,0,23049.0,151
3,15.0,101105.0,4,104768.0,0,23049.0,152
3,15.0,101105.0,4,104768.0,0,23573.0,155
3,15.0,101105.0,4,104768.0,0,23573.0,158
3,15.0,101105.0,4,104768.0,0,23782.0,160
3,15.0,101105.0,4,104768.0,0,23992.0,161
3,15.0,101105.0,4,104768.0,0,21687.0,162
3,15.0,101105.0,4,104768.0,0,22001.0,163
3,15.0,101105.0,4,104768.0,0,30383.0,167
